stock_code,total_units,total_revenue,active_months,avg_monthly_units,std_monthly_units,avg_unit_price,total_orders,description,demand_cv,sku_class,recommended_action
21630,69,718.14,12,5.75,7.92148975887743,12.427083333333334,35,FLOOR CUSHION ELEPHANT CARNIVAL,1.3776503928482486,Long-Tail,Limit stock and avoid excessive local warehouse space
21631,169,896.01,6,28.166666666666668,45.37583791696487,11.159843137254903,27,HIPPY CHIC DECORATIVE PARASOL,1.6109764940934272,Regular,Maintain standard replenishment review
21632,88,489.7400000000001,2,44.0,8.48528137423857,8.554421052631579,24,VINTAGE PINK DECORATIVE PARASOL,0.1928473039599675,Regular,Maintain standard replenishment review
21633,125,895.46,9,13.88888888888889,22.03658574078823,11.803572984749456,42,SUNFLOWER DECORATIVE PARASOL,1.5866341733367524,Regular,Maintain standard replenishment review
21634,976,481.95,9,108.44444444444444,186.6066123634899,0.9657239057239058,28,ASSORTED MINI MADRAS NOTEBOOK,1.7207576959748043,Regular,Maintain standard replenishment review
21635,271,374.96,5,54.2,104.04422136764732,3.121,16,MADRAS NOTEBOOK LARGE,1.9196350805838989,Regular,Maintain standard replenishment review
21636,913,705.16,9,101.44444444444444,71.99324814020949,1.1759876543209875,73,MADRAS NOTEBOOK MEDIUM,0.7096815260261614,Regular,Maintain standard replenishment review
21637,109,136.25,5,21.8,14.703741020570241,1.25,6,ASSORTED SANSKRIT MINI NOTEBOOK,0.6744835330536808,Regular,Maintain standard replenishment review
21638,247,547.76,10,24.7,21.364820513066697,2.406688888888889,40,ASSORTED TUTTI FRUTTI NOTEBOOK,0.8649724904075586,Regular,Maintain standard replenishment review
21640,650,633.83,12,54.166666666666664,47.10883594658675,1.1337863756613757,78,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,0.869701586706217,Regular,Maintain standard replenishment review
21641,1153,451.59,10,115.3,197.80127513351485,1.1684666666666668,49,ASSORTED TUTTI FRUTTI KEYRING BALL,1.7155357773938842,Regular,Maintain standard replenishment review
21642,2471,830.7299999999999,11,224.63636363636363,273.62794913066637,0.6199393939393939,101,ASSORTED TUTTI FRUTTI PEN,1.2180928532728976,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21643,550,743.31,12,45.833333333333336,30.00858463032123,1.694047619047619,60,ASSORTED TUTTI FRUTTI MIRROR,0.654732755570645,Regular,Maintain standard replenishment review
21644,215,268.75,11,19.545454545454547,17.901752072708618,1.25,32,ASSORTED TUTTI FRUTTI HEART BOX,0.9159035944176501,Regular,Maintain standard replenishment review
21647,107,224.70000000000002,8,13.375,11.734412152785012,2.1,25,ASSORTED TUTTI FRUTTI LARGE PURSE,0.8773392263764495,Regular,Maintain standard replenishment review
21648,729,982.79,12,60.75,75.20532500488852,1.666578042328042,66,ASSORTED TUTTI FRUTTI SMALL PURSE,1.237947736705984,Regular,Maintain standard replenishment review
21650,2550,692.85,11,231.8181818181818,143.43278438475505,0.5428644490439422,132,ASSORTED TUTTI FRUTTI BRACELET,0.6187296581303159,High-Turnover Stable,Keep stable local warehouse inventory
21651,127,198.57,3,42.333333333333336,63.81483631047981,1.7045833333333331,11,HANGING GLASS ETCHED TEALIGHT,1.5074370782003104,Regular,Maintain standard replenishment review
21654,974,504.68,10,97.4,115.4442626455632,1.065122222222222,59,RIDGED GLASS FINGER BOWL,1.1852593700776508,Regular,Maintain standard replenishment review
21655,36,60.84,2,18.0,8.48528137423857,1.69,2,HANGING RIDGE GLASS T-LIGHT HOLDER,0.4714045207910316,Long-Tail,Limit stock and avoid excessive local warehouse space
21656,219,444.58,6,36.5,31.411781229341326,2.208066378066378,47,RIDGED GLASS POSY VASE,0.8605967460093514,Regular,Maintain standard replenishment review
21657,30,223.46,3,10.0,6.557438524302,7.725703703703704,17,MILK BOTTLE WITH GLASS STOPPER,0.6557438524302001,Long-Tail,Limit stock and avoid excessive local warehouse space
21658,878,3709.78,9,97.55555555555556,50.33416114109559,5.832911658701712,212,GLASS  BEURRE DISH,0.5159538157971074,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21661,3,17.85,2,1.5,0.7071067811865476,5.95,3,VINTAGE GLASS TEA CADDY,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
21662,86,557.3000000000001,8,10.75,18.744523009592506,7.274309523809524,26,VINTAGE GLASS COFFEE CADDY,1.743676559031861,Long-Tail,Limit stock and avoid excessive local warehouse space
21664,98,350.22,8,12.25,21.056047655178375,3.7435714285714288,18,RIDGED GLASS STORAGE JAR CREAM LID,1.7188610330757856,Regular,Maintain standard replenishment review
21666,412,283.51,12,34.333333333333336,26.137167313071917,0.8516157407407406,43,RIDGED GLASS T-LIGHT HOLDER,0.7612767178564636,Regular,Maintain standard replenishment review
21667,2,29.9,1,2.0,0.0,14.95,1,GLASS CAKE COVER AND PLATE,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
21668,5494,7481.16,13,422.61538461538464,200.5540402906984,1.7224870812215944,437,RED STRIPE CERAMIC DRAWER KNOB,0.47455451834347995,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21669,5252,7091.15,13,404.0,179.68166294867154,1.613698079518431,425,BLUE STRIPE CERAMIC DRAWER KNOB,0.4447565914571078,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21670,4328,6083.99,13,332.9230769230769,137.25976682824282,1.7600023096320432,374,BLUE SPOT CERAMIC DRAWER KNOB,0.41228673030664437,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21671,4402,6054.79,13,338.61538461538464,117.92479133013724,1.7652010588854457,369,RED SPOT CERAMIC DRAWER KNOB,0.34825585808536663,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21672,4992,6776.0,13,384.0,184.0470954221591,1.7802186701376477,409,WHITE SPOT RED CERAMIC DRAWER KNOB,0.47928931099520594,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21673,4372,6041.2,13,336.3076923076923,167.69038166383933,1.7231661698784317,365,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.49862190339201995,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21675,628,568.26,12,52.333333333333336,29.005746557076122,1.1871181644442512,110,BUTTERFLIES STICKERS,0.5542499342116456,Regular,Maintain standard replenishment review
21676,257,245.35999999999999,12,21.416666666666668,15.547337295167202,1.177541514041514,61,FLOWERS  STICKERS,0.7259457102801806,Regular,Maintain standard replenishment review
21677,835,737.8399999999999,13,64.23076923076923,40.137583896214295,1.048046637458402,119,HEARTS  STICKERS,0.6248965157494442,Regular,Maintain standard replenishment review
21678,125,111.86,12,10.416666666666666,8.016554840774901,1.0762407407407408,32,PAISLEY PATTERN  STICKERS,0.7695892647143906,Regular,Maintain standard replenishment review
21679,1140,1028.58,13,87.6923076923077,48.99555186508365,1.122148434898435,138,SKULLS  STICKERS,0.558721205479024,Regular,Maintain standard replenishment review
21680,868,786.31,13,66.76923076923077,57.259866465896586,1.1706278793670097,103,WOODLAND  STICKERS,0.8575786452265617,Regular,Maintain standard replenishment review
21681,2,19.9,1,2.0,0.0,9.95,2,GIANT MEDINA STAMPED METAL BOWL,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
21682,182,930.96,13,14.0,12.832251036613439,5.470269230769231,55,LARGE MEDINA STAMPED METAL BOWL,0.9165893597581027,Regular,Maintain standard replenishment review
21683,310,948.7,13,23.846153846153847,17.53019373274843,3.324656898656899,58,MEDIUM MEDINA STAMPED METAL BOWL,0.7351371565346115,Regular,Maintain standard replenishment review
21684,771,612.1,13,59.30769230769231,96.3789263060003,1.1576993006993006,47,SMALL MEDINA STAMPED METAL BOWL,1.6250662023061009,Regular,Maintain standard replenishment review
21686,35,1351.64,10,3.5,3.24037034920393,39.7678,20,MEDINA STAMPED METAL STOOL,0.9258200997725515,Long-Tail,Limit stock and avoid excessive local warehouse space
21688,348,1101.2800000000002,12,29.0,20.937135342821765,3.84271164021164,57,SILVER PLATE CANDLE BOWL SMALL,0.7219701842352333,Regular,Maintain standard replenishment review
21689,95,369.87,11,8.636363636363637,5.78399044384977,4.162727272727273,26,SILVER VANILLA  FLOWER CANDLE POT,0.669725209287868,Regular,Maintain standard replenishment review
21690,22,82.5,2,11.0,11.313708498984761,3.75,7,SILVER  CANDLEPOT JARDIN,1.02851895445316,Long-Tail,Limit stock and avoid excessive local warehouse space
21692,17,63.75,3,5.666666666666667,3.5118845842842465,3.75,7,SILVER LATTICE VANILLA CANDLE POT,0.6197443384031023,Long-Tail,Limit stock and avoid excessive local warehouse space
21693,361,1107.91,13,27.76923076923077,21.502534138072527,3.4943516483516484,50,SMALL HAMMERED SILVER CANDLEPOT,0.7743294841965176,Regular,Maintain standard replenishment review
21694,307,840.3299999999999,11,27.90909090909091,57.371516531210055,3.452909090909091,24,SMALL REGAL  SILVER CANDLEPOT,2.055656944115018,Regular,Maintain standard replenishment review
21695,284,857.6800000000001,13,21.846153846153847,20.448496904198745,3.38718315018315,41,SMALL SILVER FLOWER CANDLE POT,0.9360227456147312,Regular,Maintain standard replenishment review
21696,224,672.4000000000001,12,18.666666666666668,11.0233911077831,3.209722222222222,33,SMALL SILVER TRELLIS CANDLEPOT,0.5905388093455232,Regular,Maintain standard replenishment review
21698,296,164.17,11,26.90909090909091,21.82867172071881,1.0009772727272728,45,MOCK LOBSTER FRIDGE MAGNET,0.8112006382699557,Regular,Maintain standard replenishment review
21700,1726,2334.9399999999996,13,132.76923076923077,94.4317688829293,3.0065600406852675,198,BIG DOUGHNUT FRIDGE MAGNETS,0.7112473901958754,Regular,Maintain standard replenishment review
21703,9390,3528.89,13,722.3076923076923,545.6586821776938,0.48524810552389874,294,BAG 125G SWIRLY MARBLES,0.755438005144837,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21704,5144,4039.2799999999997,13,395.6923076923077,202.9960527594008,0.9578943581470107,248,BAG 250G SWIRLY MARBLES,0.5130149078289679,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21705,1459,1462.1699999999998,13,112.23076923076923,220.01369421248677,1.868539618146109,141,BAG 500G SWIRLY MARBLES,1.9603687626883675,Regular,Maintain standard replenishment review
21706,346,1616.81,13,26.615384615384617,19.56416137370601,5.366695526695527,120,FOLDING UMBRELLA RED/WHITE POLKADOT,0.7350696469889542,Regular,Maintain standard replenishment review
21707,160,763.66,12,13.333333333333334,8.866005899279596,5.123153273809524,74,FOLDING UMBRELLA BLACKBLUE POLKADOT,0.6649504424459697,Regular,Maintain standard replenishment review
21708,190,863.11,11,17.272727272727273,12.720777563426767,5.167239623121976,64,FOLDING UMBRELLA CREAM POLKADOT,0.7364660694615496,Regular,Maintain standard replenishment review
21709,133,607.23,12,11.083333333333334,7.993842327161271,4.901018518518518,59,FOLDING UMBRELLA CHOCOLATE POLKADOT,0.7212489317739492,Regular,Maintain standard replenishment review
21710,107,501.98,11,9.727272727272727,6.034747866993435,4.912794372294372,45,FOLDING UMBRELLA PINKWHITE POLKADOT,0.6203946405320354,Regular,Maintain standard replenishment review
21711,104,513.0200000000001,11,9.454545454545455,11.192529976405124,5.481950216450216,36,FOLDING UMBRELLA WHITE/RED POLKADOT,1.1838252859659266,Regular,Maintain standard replenishment review
21713,786,1817.74,13,60.46153846153846,59.57993983522668,2.7177143799670116,157,CITRONELLA CANDLE FLOWERPOT,0.9854188522365737,Regular,Maintain standard replenishment review
21714,1651,3010.65,13,127.0,107.29942528581721,2.0391254631978977,225,CITRONELLA CANDLE GARDEN POT,0.8448773644552536,Regular,Maintain standard replenishment review
21715,1330,3507.1699999999996,13,102.3076923076923,72.51480839040696,3.419074953930217,231,GIRLS VINTAGE TIN SEASIDE BUCKET,0.7087913602069853,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21716,1425,3872.92,13,109.61538461538461,79.81075372565034,3.5283114778040354,244,BOYS VINTAGE TIN SEASIDE BUCKET,0.7280981041638277,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21717,408,946.9300000000001,4,102.0,94.70304465362592,2.7292434210526313,41,EASTER TIN BUCKET,0.9284612220943718,Regular,Maintain standard replenishment review
21718,1493,2113.39,13,114.84615384615384,114.95712690234141,1.7620608844213494,229,RED METAL BEACH SPADE,1.000966275773904,Regular,Maintain standard replenishment review
21719,345,307.44,13,26.53846153846154,17.737039327423396,1.073923076923077,58,LOVELY BONBON STICKER SHEET,0.6683522065405917,Regular,Maintain standard replenishment review
21720,57,48.45,6,9.5,5.319774431308154,0.85,8,CAKE SHOP  STICKER SHEET,0.5599762559271741,Long-Tail,Limit stock and avoid excessive local warehouse space
21721,195,179.45999999999998,10,19.5,22.242351993937653,1.0118571428571428,33,CANDY SHOP  STICKER SHEET,1.1406334355865464,Regular,Maintain standard replenishment review
21722,98,95.52999999999999,12,8.166666666666666,8.462036433746938,1.1128333333333333,36,SWEET PUDDING STICKER SHEET,1.0361677265812579,Regular,Maintain standard replenishment review
21723,397,350.08,13,30.53846153846154,31.745381250966744,1.1078681318681318,59,ALPHABET HEARTS STICKER SHEET,1.0395213004094903,Regular,Maintain standard replenishment review
21724,408,355.83,13,31.384615384615383,23.038151190067538,0.981554945054945,81,PANDA AND BUNNIES STICKER SHEET,0.7340587388992108,Regular,Maintain standard replenishment review
21725,301,277.24,12,25.083333333333332,22.805335632990218,1.0905833333333332,50,SWEETIES  STICKERS,0.9091828159331649,Regular,Maintain standard replenishment review
21726,237,204.69,12,19.75,24.465653104263986,0.88,42,MULTI HEARTS  STICKERS,1.2387672457855183,Regular,Maintain standard replenishment review
21730,517,2514.4300000000003,13,39.76923076923077,56.322218597036,5.332995421245422,131,GLASS STAR FROSTED T-LIGHT HOLDER,1.4162259995386228,Regular,Maintain standard replenishment review
21731,14001,23919.78,13,1077.0,606.6220679577469,2.414861293288263,849,RED TOADSTOOL LED NIGHT LIGHT,0.5632516879830519,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21733,7872,23199.24,13,605.5384615384615,482.6538814002942,3.177956517830615,741,RED HANGING HEART T-LIGHT HOLDER,0.7970656069872745,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21735,212,2577.45,10,21.2,8.58681159297986,12.503035714285714,83,TWO DOOR CURIO CABINET,0.40503828268772923,Regular,Maintain standard replenishment review
21736,80,137.22,5,16.0,13.2664991614216,1.7580000000000002,5,GOLD SCROLL GLASS T-LIGHT HOLDER,0.82915619758885,Long-Tail,Limit stock and avoid excessive local warehouse space
21738,46,144.57999999999998,8,5.75,9.910312089651148,3.035384615384616,21,COSY SLIPPER SHOES SMALL  RED,1.7235325373306345,Long-Tail,Limit stock and avoid excessive local warehouse space
21739,254,703.08,10,25.4,21.093442898999047,3.171295590532433,111,COSY SLIPPER SHOES SMALL GREEN,0.8304505078346082,Regular,Maintain standard replenishment review
21741,147,480.17,9,16.333333333333332,23.05970511520041,3.8301851851851856,40,COSY SLIPPER SHOES LARGE GREEN,1.4118186805224742,Regular,Maintain standard replenishment review
21742,194,1167.58,13,14.923076923076923,17.08050320522173,6.151730769230769,91,LARGE ROUND WICKER PLATTER,1.1445698024117654,Regular,Maintain standard replenishment review
21743,299,887.65,10,29.9,57.35939330223081,4.096678260869565,49,STAR PORTABLE TABLE LIGHT,1.9183743579341408,Regular,Maintain standard replenishment review
21744,529,1557.65,8,66.125,91.80948830516998,3.4671683420745922,127,SNOWFLAKE PORTABLE TABLE LIGHT,1.388423263594253,Regular,Maintain standard replenishment review
21745,935,3475.73,13,71.92307692307692,30.92049357751139,3.9945463955241647,214,GAOLERS KEYS DECORATIVE GARDEN,0.4299106058905327,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21746,3075,3766.9300000000003,12,256.25,227.89476239543708,1.5858338598128172,226,SMALL RED RETROSPOT WINDMILL,0.8893454142260959,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21747,485,645.61,12,40.416666666666664,43.12657550920911,1.5488102453102452,54,SMALL SKULL WINDMILL,1.0670492909495037,Regular,Maintain standard replenishment review
21749,1963,3877.09,12,163.58333333333334,241.27444137456015,2.603291215728716,140,LARGE RED RETROSPOT WINDMILL,1.4749329070273671,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21750,90,207.51000000000002,9,10.0,9.300537618869138,2.9171296296296294,24,LARGE SKULL WINDMILL,0.9300537618869138,Regular,Maintain standard replenishment review
21754,2759,16923.47,13,212.23076923076923,77.19472547412578,6.675558951241386,777,HOME BUILDING BLOCK WORD,0.36373013090381845,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21755,2011,12435.86,13,154.69230769230768,70.40405364203662,6.756847126969595,629,LOVE BUILDING BLOCK WORD,0.455123171231465,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21756,809,5006.26,13,62.23076923076923,27.19115617915087,6.594171463125614,270,BATH BUILDING BLOCK WORD,0.4369407049801746,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21757,6,29.700000000000003,2,3.0,1.4142135623730951,4.95,3,LIGHTHOUSE PRINTED METAL SIGN,0.47140452079103173,Long-Tail,Limit stock and avoid excessive local warehouse space
21758,50,427.46,12,4.166666666666667,3.186144245246149,9.975430555555556,32,VINTAGE SHELLS PRINT,0.7646746188590756,Long-Tail,Limit stock and avoid excessive local warehouse space
21761,10,299.5,9,1.1111111111111112,0.3333333333333333,29.950000000000003,10,WOOD AND GLASS MEDICINE CABINET,0.3,Long-Tail,Limit stock and avoid excessive local warehouse space
21763,6,169.75,3,2.0,1.0,26.633333333333336,4,VINTAGE WOODEN BAR STOOL,0.5,Long-Tail,Limit stock and avoid excessive local warehouse space
21769,11,607.6500000000001,1,11.0,0.0,66.36,2,VINTAGE POST OFFICE CABINET,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
21770,1638,7923.93,10,163.8,148.27886640456296,5.496114242031987,388,OPEN CLOSED METAL SIGN,0.9052433846432415,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21773,1170,1154.17,13,90.0,143.5206140826699,1.95409836132702,163,DECORATIVE ROSE BATHROOM BOTTLE,1.5946734898074435,Regular,Maintain standard replenishment review
21774,1095,1152.4,13,84.23076923076923,115.02909330987663,2.0321993978243977,186,DECORATIVE CATS BATHROOM BOTTLE,1.3656422036789007,Regular,Maintain standard replenishment review
21775,515,716.86,13,39.61538461538461,49.44279263542608,1.9902026803324881,139,DECORATIVE FLORE BATHROOM BOTTLE,1.2480704937097846,Regular,Maintain standard replenishment review
21777,12,95.4,1,12.0,0.0,7.95,6,RECIPE BOX WITH METAL HEART,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
21781,168,2661.7999999999997,8,21.0,7.727501906456298,16.655080232632862,101,MA CAMPAGNE CUTLERY BOX,0.3679762812598237,Regular,Maintain standard replenishment review
21784,57,633.0699999999999,10,5.7,6.498717822257967,10.965723076923076,44,SHOE SHINE BOX,1.1401259337294678,Long-Tail,Limit stock and avoid excessive local warehouse space
21785,411,268.76,3,137.0,233.82899734635137,0.8733333333333334,5,RAIN PONCHO,1.7067810025281123,Regular,Maintain standard replenishment review
21786,1937,916.99,13,149.0,108.50038402389796,0.662575572295516,226,POLKADOT RAIN HAT,0.7281904968046843,High-Turnover Stable,Keep stable local warehouse inventory
21787,8875,7161.1,13,682.6923076923077,726.2945206796143,1.0765146587423318,243,RAIN PONCHO RETROSPOT,1.063868030291266,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21788,1293,1029.24,13,99.46153846153847,63.167258640078444,0.9085897435897435,85,KIDS RAIN MAC BLUE,0.6350923142467283,Regular,Maintain standard replenishment review
21789,925,803.65,13,71.15384615384616,50.55499670960026,0.9657415469146239,92,KIDS RAIN MAC PINK,0.7105026564592468,Regular,Maintain standard replenishment review
21790,14521,12510.009999999998,13,1117.0,721.687259136532,1.027035312462427,926,VINTAGE SNAP CARDS,0.6460942337838246,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21791,7864,10504.4,13,604.9230769230769,406.2553510495711,1.5054344629445084,607,VINTAGE HEADS AND TAILS CARD GAME,0.6715818366790978,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21792,344,1497.72,9,38.22222222222222,54.55450892863434,6.113637426900585,76,CLASSIC FRENCH STYLE BASKET GREEN,1.4272981987142705,Regular,Maintain standard replenishment review
21793,304,1296.61,13,23.384615384615383,21.712279404131593,5.239243256743257,74,CLASSIC FRENCH STYLE BASKET BROWN,0.9284856324135221,Regular,Maintain standard replenishment review
21794,522,2213.42,11,47.45454545454545,45.1361576485275,6.00304132231405,106,CLASSIC FRENCH STYLE BASKET NATURAL,0.9511450845475145,Regular,Maintain standard replenishment review
21801,1251,530.26,10,125.1,174.00539582949082,0.4211833333333333,125,CHRISTMAS TREE DECORATION WITH BELL,1.3909304222980883,Regular,Maintain standard replenishment review
21802,2122,919.14,12,176.83333333333334,204.38503473650516,0.4434551089076951,180,CHRISTMAS TREE HEART DECORATION,1.1558060399802366,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21803,2353,1016.02,12,196.08333333333334,239.83989293364905,0.45313035918492567,198,CHRISTMAS TREE STAR DECORATION,1.2231528751397316,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21804,225,830.03,5,45.0,55.281099844341014,3.929738888888889,65,WHITE CHRISTMAS GARLAND STARS TREES,1.2284688854298003,Regular,Maintain standard replenishment review
21807,438,189.0,7,62.57142857142857,82.25743561700494,0.4911229946524064,30,WHITE CHRISTMAS STAR DECORATION,1.3146165509567,Regular,Maintain standard replenishment review
21808,180,637.83,7,25.714285714285715,26.781301223766093,3.6660204081632655,48,"CHRISTMAS GARLAND STARS,TREES",1.0414950475909035,Regular,Maintain standard replenishment review
21809,1964,1117.92,9,218.22222222222223,321.5632821769993,1.139573112073112,117,CHRISTMAS HANGING TREE WITH BELL,1.4735588287133368,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21810,5840,2981.84,9,648.8888888888889,1048.8187932675078,1.1794350623833383,252,CHRISTMAS HANGING STAR WITH BELL,1.6163303320903373,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21811,4850,2682.3999999999996,12,404.1666666666667,661.2655680701602,1.6232991464751425,245,CHRISTMAS HANGING HEART WITH BELL,1.6361209931632827,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21812,393,1746.27,13,30.23076923076923,43.827605163401,6.387573877735169,100,GARLAND WITH HEARTS AND BELLS,1.449768109730822,Regular,Maintain standard replenishment review
21813,549,2280.4700000000003,9,61.0,65.0807191109625,5.489990262055731,112,GARLAND WITH STARS AND BELLS,1.0668970346059428,Regular,Maintain standard replenishment review
21814,74,111.76999999999998,6,12.333333333333334,15.279616051022574,1.7783333333333333,15,HEART T-LIGHT HOLDER,1.2388877879207492,Long-Tail,Limit stock and avoid excessive local warehouse space
21815,158,270.23,8,19.75,23.08833966684111,1.9009807692307692,29,STAR  T-LIGHT HOLDER,1.169029856548917,Regular,Maintain standard replenishment review
21816,33,47.849999999999994,4,8.25,5.188127472091127,1.45,7,CHRISTMAS TREE T-LIGHT HOLDER,0.6288639360110456,Long-Tail,Limit stock and avoid excessive local warehouse space
21817,906,410.91,5,181.2,188.90394384448408,0.6465262145262145,58,GLITTER CHRISTMAS TREE,1.0425162463823625,Regular,Maintain standard replenishment review
21818,2737,1320.41,12,228.08333333333334,374.5007484719631,0.9615816080055212,163,GLITTER CHRISTMAS HEART,1.641947015587708,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21819,2470,1066.6499999999999,8,308.75,491.3682791087411,0.7754291056166056,124,GLITTER CHRISTMAS STAR,1.5914762076396474,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21820,329,1368.47,12,27.416666666666668,40.77757479375896,5.616423611111112,90,GLITTER HEART GARLAND WITH BELLS,1.4873279560033663,Regular,Maintain standard replenishment review
21821,251,1037.05,8,31.375,40.36949874065107,5.198676470588236,62,GLITTER STAR GARLAND WITH BELLS,1.286677250698042,Regular,Maintain standard replenishment review
21822,698,719.3000000000001,5,139.6,171.2915642990045,1.5899433497536946,97,GLITTER CHRISTMAS TREE WITH BELLS,1.2270169362392873,Regular,Maintain standard replenishment review
21823,1372,854.3499999999999,11,124.72727272727273,245.60541154831705,1.5253636363636363,97,PAINTED METAL HEART WITH HOLLY BELL,1.9691395969617256,Regular,Maintain standard replenishment review
21824,1916,1102.4199999999998,7,273.7142857142857,378.02544635941916,1.3816971310263235,117,PAINTED METAL STAR WITH HOLLY BELLS,1.3810950545490261,High-Turnover Volatile,Monitor closely and replenish in smaller batches
21826,125,185.18,4,31.25,24.18505047889433,1.4993640350877193,35,EIGHT PIECE DINOSAUR SET,0.7739216153246186,Regular,Maintain standard replenishment review
21827,6,7.5,2,3.0,2.8284271247461903,1.25,3,EIGHT PIECE CREEPY CRAWLIE SET,0.9428090415820635,Long-Tail,Limit stock and avoid excessive local warehouse space
21828,330,435.79,13,25.384615384615383,22.7542613647732,1.469642419175028,84,EIGHT PIECE SNAKE  SET,0.8963799931577322,Regular,Maintain standard replenishment review
21829,6765,1460.74,11,615.0,243.62881602963148,0.2628874574623237,177,DINOSAUR KEYRINGS ASSORTED,0.39614441630834385,High-Turnover Stable,Keep stable local warehouse inventory
21830,2621,1107.07,12,218.41666666666666,121.66082385306314,0.4915557960557961,99,ASSORTED CREEPY CRAWLIES,0.5570125472097511,High-Turnover Stable,Keep stable local warehouse inventory
21832,954,1790.1,13,73.38461538461539,49.370265108900085,2.2314656740946335,198,CHOCOLATE CALCULATOR,0.6727604260122653,Regular,Maintain standard replenishment review
21833,2726,4594.43,13,209.69230769230768,156.53774018607814,1.9729402371507636,168,CAMOUFLAGE LED TORCH,0.746511600300446,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21836,5,26.49,2,2.5,0.7071067811865476,4.7175,3,GINGHAM OVEN GLOVE RED HEART,0.282842712474619,Long-Tail,Limit stock and avoid excessive local warehouse space
21839,1,5.45,1,1.0,0.0,5.45,1,MUMMY MOUSE RED GINGHAM RIBBON,0.0,Long-Tail,Limit stock and avoid excessive local warehouse space
21841,73,310.25,7,10.428571428571429,13.962534904249335,4.25,21,BABY MOUSE RED GINGHAM DRESS,1.3388732099965115,Long-Tail,Limit stock and avoid excessive local warehouse space
21843,2012,21354.3,13,154.76923076923077,98.46586028175268,12.668797184248188,539,RED RETROSPOT CAKE STAND,0.6362108268701714,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21844,1847,5167.69,13,142.07692307692307,86.936242479246,3.2407725526834836,156,RED RETROSPOT MUG,0.611895588646561,High-Revenue Priority,Prioritize inventory monitoring and avoid stockouts
21845,1906,1720.3000000000002,12,158.83333333333334,134.15515666796435,1.501666666666667,82,DAIRY MAID STRIPE MUG,0.8446284784971522,High-Turnover Stable,Keep stable local warehouse inventory
21846,424,1206.97,12,35.333333333333336,65.09480265991543,4.9269788069865195,103,PINK DIAMANTE PEN IN GIFT BOX,1.8423057356579837,Regular,Maintain standard replenishment review
21847,76,178.89,9,8.444444444444445,16.83085790379616,4.188296296296296,33,GREEN  DIAMANTE PEN IN GIFT BOX,1.9931279096600718,Long-Tail,Limit stock and avoid excessive local warehouse space
21849,173,548.9300000000001,12,14.416666666666666,20.424843755197795,4.480660220627326,66,SILVER DIAMANTE PEN IN GIFT BOX,1.4167521679905986,Regular,Maintain standard replenishment review
21850,129,488.13,11,11.727272727272727,15.020591926358355,4.758957759412305,54,BLUE  DIAMANTE PEN IN GIFT BOX,1.2808256681390846,Regular,Maintain standard replenishment review
21851,141,454.99,13,10.846153846153847,15.3125555990618,4.852403846153846,63,LILAC DIAMANTE PEN IN GIFT BOX,1.411795906296478,Regular,Maintain standard replenishment review
