stock_code,description,sku_class,avg_monthly_units,current_inventory,lead_time_days,safety_stock,reorder_point,recommended_replenishment_qty,inventory_risk,warehouse_strategy
22301,COFFEE MUG CAT + BIRD DESIGN,High-Revenue Priority,169.6153846153846,81,21,51.0,170.0,89.0,Stockout Risk,Local Warehouse Priority
23323,WHITE WICKER STAR,High-Revenue Priority,209.8571428571429,55,14,46.0,144.0,89.0,Stockout Risk,Local Warehouse Priority
21871,SAVE THE PLANET MUG,High-Revenue Priority,419.46153846153845,192,14,84.0,280.0,88.0,Stockout Risk,Local Warehouse Priority
23486,ANTIQUE HEART SHELF UNIT,High-Revenue Priority,91.66666666666669,44,30,39.0,131.0,87.0,Stockout Risk,Local Warehouse Priority
75049L,LARGE CIRCULAR MIRROR MOBILE,High-Revenue Priority,546.3076923076923,283,14,115.0,370.0,87.0,Stockout Risk,Local Warehouse Priority
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,High-Revenue Priority,324.15384615384613,233,21,93.0,320.0,87.0,Stockout Risk,Local Warehouse Priority
22109,FULL ENGLISH BREAKFAST PLATE,High-Revenue Priority,126.15384615384616,95,30,55.0,181.0,86.0,Stockout Risk,Local Warehouse Priority
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,High-Revenue Priority,167.28571428571428,165,30,84.0,251.0,86.0,Stockout Risk,Local Warehouse Priority
22501,PICNIC BASKET WICKER LARGE,High-Revenue Priority,133.5,60,21,52.0,145.0,85.0,Stockout Risk,Local Warehouse Priority
84987,SET OF 36 TEATIME PAPER DOILIES,High-Revenue Priority,234.69230769230768,72,14,47.0,157.0,85.0,Stockout Risk,Local Warehouse Priority
22908,PACK OF 20 NAPKINS RED APPLES,High-Revenue Priority,336.9230769230769,245,21,93.0,329.0,84.0,Stockout Risk,Local Warehouse Priority
22694,WICKER STAR,High-Revenue Priority,141.69230769230768,20,14,37.0,103.0,83.0,Stockout Risk,Local Warehouse Priority
48188,DOORMAT WELCOME PUPPIES,High-Revenue Priority,158.76923076923077,32,14,41.0,115.0,83.0,Stockout Risk,Local Warehouse Priority
82582,AREA PATROLLED METAL SIGN,High-Revenue Priority,335.7692307692308,235,21,83.0,318.0,83.0,Stockout Risk,Local Warehouse Priority
21174,POTTERING IN THE SHED METAL SIGN,High-Revenue Priority,321.15384615384613,124,14,56.0,206.0,82.0,Stockout Risk,Local Warehouse Priority
22962,JAM JAR WITH PINK LID,High-Revenue Priority,299.6923076923077,115,14,57.0,197.0,82.0,Stockout Risk,Local Warehouse Priority
20973,12 PENCIL SMALL TUBE WOODLAND,High-Revenue Priority,374.75,189,14,95.0,270.0,81.0,Stockout Risk,Local Warehouse Priority
84978,HANGING HEART JAR T-LIGHT HOLDER,High-Revenue Priority,961.0,229,7,86.0,310.0,81.0,Stockout Risk,Local Warehouse Priority
22619,SET OF 6 SOLDIER SKITTLES,High-Revenue Priority,190.76923076923077,182,30,71.0,262.0,80.0,Stockout Risk,Local Warehouse Priority
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,High-Revenue Priority,625.0,117,7,51.0,197.0,80.0,Stockout Risk,Local Warehouse Priority
84692,BOX OF 24 COCKTAIL PARASOLS,High-Revenue Priority,607.9230769230769,108,7,46.0,188.0,80.0,Stockout Risk,Local Warehouse Priority
23245,SET OF 3 REGENCY CAKE TINS,High-Revenue Priority,906.4285714285714,207,7,75.0,286.0,79.0,Stockout Risk,Local Warehouse Priority
21843,RED RETROSPOT CAKE STAND,High-Revenue Priority,154.76923076923077,29,14,30.0,102.0,73.0,Stockout Risk,Local Warehouse Priority
22980,PANTRY SCRUBBING BRUSH,High-Revenue Priority,214.8181818181818,75,14,48.0,148.0,73.0,Stockout Risk,Local Warehouse Priority
21935,SUKI  SHOULDER BAG,High-Revenue Priority,261.0,180,21,68.0,251.0,71.0,Stockout Risk,Local Warehouse Priority
21671,RED SPOT CERAMIC DRAWER KNOB,High-Revenue Priority,338.61538461538464,247,21,80.0,317.0,70.0,Stockout Risk,Local Warehouse Priority
22730,ALARM CLOCK BAKELIKE IVORY,High-Revenue Priority,221.92307692307693,243,30,91.0,313.0,70.0,Stockout Risk,Local Warehouse Priority
21524,DOORMAT SPOTTY HOME SWEET HOME,High-Revenue Priority,134.76923076923077,62,21,37.0,131.0,69.0,Stockout Risk,Local Warehouse Priority
21955,DOORMAT UNION JACK GUNS AND ROSES,High-Revenue Priority,94.46153846153848,82,30,57.0,151.0,69.0,Stockout Risk,Local Warehouse Priority
21993,FLORAL FOLK STATIONERY SET,High-Revenue Priority,149.0,151,30,67.0,216.0,65.0,Stockout Risk,Local Warehouse Priority
22567,20 DOLLY PEGS RETROSPOT,High-Revenue Priority,204.0,78,14,47.0,142.0,64.0,Stockout Risk,Local Warehouse Priority
22926,IVORY GIANT GARDEN THERMOMETER,High-Revenue Priority,99.0,68,30,33.0,132.0,64.0,Stockout Risk,Local Warehouse Priority
23205,CHARLOTTE BAG VINTAGE ALPHABET,High-Revenue Priority,650.7777777777778,140,7,52.0,204.0,64.0,Stockout Risk,Local Warehouse Priority
22633,HAND WARMER UNION JACK,High-Revenue Priority,485.1,283,14,120.0,346.0,63.0,Stockout Risk,Local Warehouse Priority
23306,SET OF 36 DOILIES PANTRY DESIGN,High-Revenue Priority,401.1428571428572,211,14,87.0,274.0,63.0,Stockout Risk,Local Warehouse Priority
21658,GLASS  BEURRE DISH,High-Revenue Priority,97.55555555555556,32,21,26.0,94.0,62.0,Stockout Risk,Local Warehouse Priority
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,High-Revenue Priority,238.84615384615384,90,14,41.0,152.0,62.0,Stockout Risk,Local Warehouse Priority
23346,SPACEBOY BEAKER,High-Revenue Priority,438.0,89,7,46.0,148.0,59.0,Stockout Risk,Local Warehouse Priority
21172,PARTY METAL SIGN,High-Revenue Priority,290.4166666666667,134,14,55.0,191.0,57.0,Stockout Risk,Local Warehouse Priority
21481,FAWN BLUE HOT WATER BOTTLE,High-Revenue Priority,254.3846153846154,211,21,90.0,268.0,57.0,Stockout Risk,Local Warehouse Priority
23082,SET 6 PAPER TABLE LANTERN HEARTS,High-Revenue Priority,291.0,128,14,49.0,185.0,57.0,Stockout Risk,Local Warehouse Priority
22350,ILLUSTRATED CAT BOWL,High-Revenue Priority,108.46153846153848,78,21,57.0,133.0,55.0,Stockout Risk,Local Warehouse Priority
22383,LUNCH BAG SUKI  DESIGN,High-Revenue Priority,962.9230769230768,252,7,81.0,306.0,54.0,Stockout Risk,Local Warehouse Priority
84030E,ENGLISH ROSE HOT WATER BOTTLE,High-Revenue Priority,115.15384615384616,72,21,44.0,125.0,53.0,Stockout Risk,Local Warehouse Priority
21326,AGED GLASS SILVER T-LIGHT HOLDER,High-Revenue Priority,810.3846153846154,209,7,72.0,261.0,52.0,Stockout Risk,Local Warehouse Priority
21390,FILIGRIS HEART WITH BUTTERFLY,High-Revenue Priority,300.2307692307692,239,21,81.0,291.0,52.0,Stockout Risk,Local Warehouse Priority
82486,WOOD S/3 CABINET ANT WHITE FINISH,High-Revenue Priority,164.30769230769232,50,14,25.0,102.0,52.0,Stockout Risk,Local Warehouse Priority
21937,STRAWBERRY   PICNIC BAG,High-Revenue Priority,189.66666666666663,82,14,44.0,133.0,51.0,Stockout Risk,Local Warehouse Priority
23461,SWEETHEART BIRD HOUSE,High-Revenue Priority,211.75,27,7,29.0,78.0,51.0,Stockout Risk,Local Warehouse Priority
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,High-Revenue Priority,811.1538461538462,211,7,73.0,262.0,51.0,Stockout Risk,Local Warehouse Priority
22607,WOODEN ROUNDERS GARDEN SET,High-Revenue Priority,102.07692307692308,21,14,23.0,71.0,50.0,Stockout Risk,Local Warehouse Priority
23092,LARGE ANTIQUE WHITE PHOTO FRAME,High-Revenue Priority,65.375,47,30,32.0,97.0,50.0,Stockout Risk,Local Warehouse Priority
22759,SET OF 3 NOTEBOOKS IN PARCEL,High-Revenue Priority,452.9166666666667,258,14,95.0,306.0,48.0,Stockout Risk,Local Warehouse Priority
23543,KEEP CALM WALL ART,High-Revenue Priority,412.0,226,14,81.0,273.0,47.0,Stockout Risk,Local Warehouse Priority
20749,ASSORTED COLOUR MINI CASES,High-Revenue Priority,135.53846153846155,143,30,51.0,187.0,44.0,Stockout Risk,Local Warehouse Priority
22653,BUTTON BOX,High-Revenue Priority,144.30769230769232,54,14,31.0,98.0,44.0,Stockout Risk,Local Warehouse Priority
22688,DOORMAT PEACE ON EARTH BLUE,High-Revenue Priority,100.71428571428572,133,30,76.0,177.0,44.0,Stockout Risk,Local Warehouse Priority
23340,VINTAGE CHRISTMAS CAKE FRILL,High-Revenue Priority,416.6666666666667,103,7,50.0,147.0,44.0,Stockout Risk,Local Warehouse Priority
22798,ANTIQUE GLASS DRESSING TABLE POT,High-Revenue Priority,138.30769230769232,91,21,37.0,134.0,43.0,Stockout Risk,Local Warehouse Priority
23126,DOLLCRAFT GIRL AMELIE KIT,High-Revenue Priority,110.9,29,14,20.0,72.0,43.0,Stockout Risk,Local Warehouse Priority
22720,SET OF 3 CAKE TINS PANTRY DESIGN,High-Revenue Priority,575.6153846153846,148,7,56.0,190.0,42.0,Stockout Risk,Local Warehouse Priority
23012,GLASS APOTHECARY BOTTLE PERFUME,High-Revenue Priority,153.0,105,21,40.0,147.0,42.0,Stockout Risk,Local Warehouse Priority
21992,VINTAGE PAISLEY STATIONERY SET,High-Revenue Priority,158.41666666666666,185,30,68.0,226.0,41.0,Stockout Risk,Local Warehouse Priority
85049A,TRADITIONAL CHRISTMAS RIBBONS,High-Revenue Priority,230.84615384615384,44,7,31.0,85.0,41.0,Stockout Risk,Local Warehouse Priority
22941,CHRISTMAS LIGHTS 10 REINDEER,High-Revenue Priority,167.0,225,30,98.0,265.0,40.0,Stockout Risk,Local Warehouse Priority
23032,DRAWER KNOB CRACKLE GLAZE IVORY,High-Revenue Priority,388.0,207,14,66.0,247.0,40.0,Stockout Risk,Local Warehouse Priority
23134,LARGE ZINC HEART WALL ORGANISER,High-Revenue Priority,177.5,232,30,94.0,272.0,40.0,Stockout Risk,Local Warehouse Priority
22041,"RECORD FRAME 7"" SINGLE SIZE",High-Revenue Priority,336.46153846153845,283,21,86.0,322.0,39.0,Stockout Risk,Local Warehouse Priority
23390,DOLLY GIRL MINI BACKPACK,High-Revenue Priority,186.75,84,14,36.0,123.0,39.0,Stockout Risk,Local Warehouse Priority
22082,RIBBON REEL STRIPES DESIGN,High-Revenue Priority,206.15384615384616,243,30,75.0,281.0,38.0,Stockout Risk,Local Warehouse Priority
22745,POPPY'S PLAYHOUSE BEDROOM,High-Revenue Priority,155.46153846153845,62,14,27.0,100.0,38.0,Stockout Risk,Local Warehouse Priority
23132,SMALL IVORY HEART WALL ORGANISER,High-Revenue Priority,113.33333333333331,133,30,57.0,170.0,37.0,Stockout Risk,Local Warehouse Priority
21124,SET/10 BLUE POLKADOT PARTY CANDLES,High-Revenue Priority,308.53846153846155,166,14,57.0,201.0,35.0,Stockout Risk,Local Warehouse Priority
22465,HANGING METAL STAR LANTERN,High-Revenue Priority,157.92307692307693,193,30,70.0,228.0,35.0,Stockout Risk,Local Warehouse Priority
23177,TREASURE ISLAND BOOK BOX,High-Revenue Priority,253.2,49,7,25.0,84.0,35.0,Stockout Risk,Local Warehouse Priority
48173C,DOORMAT BLACK FLOCK,High-Revenue Priority,138.3846153846154,67,14,37.0,102.0,35.0,Stockout Risk,Local Warehouse Priority
22621,TRADITIONAL KNITTING NANCY,High-Revenue Priority,472.9230769230769,280,14,93.0,314.0,34.0,Stockout Risk,Local Warehouse Priority
22625,RED KITCHEN SCALES,High-Revenue Priority,124.6153846153846,137,30,46.0,171.0,34.0,Stockout Risk,Local Warehouse Priority
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,High-Revenue Priority,102.3076923076923,113,30,44.0,146.0,33.0,Stockout Risk,Local Warehouse Priority
22508,DOORSTOP RETROSPOT HEART,High-Revenue Priority,122.6153846153846,111,21,58.0,144.0,33.0,Stockout Risk,Local Warehouse Priority
22746,POPPY'S PLAYHOUSE LIVINGROOM,High-Revenue Priority,111.3076923076923,40,14,20.0,72.0,32.0,Stockout Risk,Local Warehouse Priority
23229,VINTAGE DONKEY TAIL GAME,High-Revenue Priority,267.0,138,14,45.0,170.0,32.0,Stockout Risk,Local Warehouse Priority
22274,FELTCRAFT DOLL EMILY,High-Revenue Priority,103.07692307692308,71,21,29.0,101.0,30.0,Stockout Risk,Local Warehouse Priority
22631,CIRCUS PARADE LUNCH BOX,High-Revenue Priority,282.84615384615387,152,14,50.0,182.0,30.0,Stockout Risk,Local Warehouse Priority
23553,LANDMARK FRAME CAMDEN TOWN,High-Revenue Priority,189.33333333333337,161,21,58.0,191.0,30.0,Stockout Risk,Local Warehouse Priority
21385,IVORY HANGING DECORATION  HEART,High-Revenue Priority,298.6923076923077,164,14,54.0,193.0,29.0,Stockout Risk,Local Warehouse Priority
23013,GLASS APOTHECARY BOTTLE TONIC,High-Revenue Priority,132.0,152,30,49.0,181.0,29.0,Stockout Risk,Local Warehouse Priority
48185,DOORMAT FAIRY CAKE,High-Revenue Priority,278.0769230769231,166,14,65.0,195.0,29.0,Stockout Risk,Local Warehouse Priority
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,High-Revenue Priority,181.07692307692307,226,30,72.0,253.0,27.0,Stockout Risk,Local Warehouse Priority
85014A,BLACK/BLUE POLKADOT UMBRELLA,High-Revenue Priority,89.46153846153847,33,14,18.0,60.0,27.0,Stockout Risk,Local Warehouse Priority
22193,RED DINER WALL CLOCK,High-Revenue Priority,107.6923076923077,45,14,21.0,71.0,26.0,Stockout Risk,Local Warehouse Priority
22812,PACK 3 BOXES CHRISTMAS PANNETONE,High-Revenue Priority,191.66666666666663,183,21,75.0,209.0,26.0,Stockout Risk,Local Warehouse Priority
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,High-Revenue Priority,197.92307692307693,38,7,18.0,64.0,26.0,Stockout Risk,Local Warehouse Priority
21218,RED SPOTTY BISCUIT TIN,High-Revenue Priority,187.15384615384616,95,14,33.0,120.0,25.0,Stockout Risk,Local Warehouse Priority
21242,RED RETROSPOT PLATE,High-Revenue Priority,259.46153846153845,58,7,22.0,83.0,25.0,Stockout Risk,Local Warehouse Priority
21833,CAMOUFLAGE LED TORCH,High-Revenue Priority,209.69230769230768,116,14,43.0,141.0,25.0,Stockout Risk,Local Warehouse Priority
23557,LANDMARK FRAME BAKER STREET,High-Revenue Priority,116.66666666666669,166,30,74.0,191.0,25.0,Stockout Risk,Local Warehouse Priority
15056N,EDWARDIAN PARASOL NATURAL,High-Revenue Priority,303.84615384615387,272,21,83.0,296.0,24.0,Stockout Risk,Local Warehouse Priority
23173,REGENCY TEAPOT ROSES,High-Revenue Priority,345.75,210,14,73.0,234.0,24.0,Stockout Risk,Local Warehouse Priority
21844,RED RETROSPOT MUG,High-Revenue Priority,142.07692307692307,24,7,13.0,46.0,22.0,Stockout Risk,Local Warehouse Priority
22295,HEART FILIGREE DOVE LARGE,High-Revenue Priority,214.53846153846155,118,14,40.0,140.0,22.0,Stockout Risk,Local Warehouse Priority
22371,AIRLINE BAG VINTAGE TOKYO 78,High-Revenue Priority,83.53846153846153,58,21,21.0,79.0,21.0,Stockout Risk,Local Warehouse Priority
22569,FELTCRAFT CUSHION BUTTERFLY,High-Revenue Priority,250.8181818181818,221,21,66.0,242.0,21.0,Stockout Risk,Local Warehouse Priority
22748,POPPY'S PLAYHOUSE KITCHEN,High-Revenue Priority,162.84615384615384,136,21,43.0,157.0,21.0,Stockout Risk,Local Warehouse Priority
21621,VINTAGE UNION JACK BUNTING,High-Revenue Priority,214.3846153846154,199,21,68.0,218.0,19.0,Stockout Risk,Local Warehouse Priority
22079,RIBBON REEL HEARTS DESIGN,High-Revenue Priority,145.92307692307693,78,14,29.0,97.0,19.0,Stockout Risk,Local Warehouse Priority
22623,BOX OF VINTAGE JIGSAW BLOCKS,High-Revenue Priority,72.07692307692308,29,14,14.0,48.0,19.0,Stockout Risk,Local Warehouse Priority
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,High-Revenue Priority,967.2307692307692,289,7,81.0,307.0,18.0,Stockout Risk,Local Warehouse Priority
21745,GAOLERS KEYS DECORATIVE GARDEN,High-Revenue Priority,71.92307692307692,29,14,12.0,46.0,17.0,Stockout Risk,Local Warehouse Priority
22179,SET 10 LIGHTS NIGHT OWL,High-Revenue Priority,74.3076923076923,31,14,13.0,48.0,17.0,Stockout Risk,Local Warehouse Priority
21533,RETROSPOT LARGE MILK JUG,High-Revenue Priority,103.92307692307692,202,45,59.0,215.0,13.0,Stockout Risk,Local Warehouse Priority
21754,HOME BUILDING BLOCK WORD,High-Revenue Priority,212.23076923076923,187,21,51.0,200.0,13.0,Stockout Risk,Local Warehouse Priority
22219,LOVEBIRD HANGING DECORATION WHITE,High-Revenue Priority,317.9230769230769,190,14,55.0,203.0,13.0,Stockout Risk,Local Warehouse Priority
22617,BAKING SET SPACEBOY DESIGN,High-Revenue Priority,169.92307692307693,47,7,19.0,59.0,12.0,Stockout Risk,Local Warehouse Priority
22751,FELTCRAFT PRINCESS OLIVIA DOLL,High-Revenue Priority,120.23076923076924,70,14,26.0,82.0,12.0,Stockout Risk,Local Warehouse Priority
20718,RED RETROSPOT SHOPPER BAG,High-Revenue Priority,366.84615384615387,217,14,57.0,228.0,11.0,Stockout Risk,Local Warehouse Priority
21561,DINOSAUR LUNCH BOX WITH CUTLERY,High-Revenue Priority,98.53846153846152,24,7,11.0,34.0,10.0,Stockout Risk,Local Warehouse Priority
22940,FELTCRAFT CHRISTMAS FAIRY,High-Revenue Priority,147.30769230769232,149,21,56.0,159.0,10.0,Stockout Risk,Local Warehouse Priority
22972,CHILDREN'S SPACEBOY MUG,High-Revenue Priority,138.07692307692307,79,14,25.0,89.0,10.0,Stockout Risk,Local Warehouse Priority
23283,DOORMAT VINTAGE LEAVES DESIGN,High-Revenue Priority,110.44444444444444,66,14,24.0,76.0,10.0,Stockout Risk,Local Warehouse Priority
48138,DOORMAT UNION FLAG,High-Revenue Priority,288.53846153846155,182,14,57.0,192.0,10.0,Stockout Risk,Local Warehouse Priority
22367,CHILDRENS APRON SPACEBOY DESIGN,High-Revenue Priority,288.38461538461536,177,14,51.0,186.0,9.0,Stockout Risk,Local Warehouse Priority
79000,MOROCCAN TEA GLASS,High-Revenue Priority,416.2,260,14,75.0,269.0,9.0,Stockout Risk,Local Warehouse Priority
21116,OWL DOORSTOP,High-Revenue Priority,53.46153846153846,29,14,12.0,37.0,8.0,Stockout Risk,Local Warehouse Priority
82600,NO SINGING METAL SIGN,High-Revenue Priority,462.53846153846155,293,14,85.0,301.0,8.0,Stockout Risk,Local Warehouse Priority
22801,ANTIQUE GLASS PEDESTAL BOWL,High-Revenue Priority,79.0,68,21,20.0,75.0,7.0,Stockout Risk,Local Warehouse Priority
23165,LARGE CERAMIC TOP STORAGE JAR,High-Revenue Priority,389.25,114,7,30.0,121.0,7.0,Stockout Risk,Local Warehouse Priority
20677,PINK POLKADOT BOWL,High-Revenue Priority,282.61538461538464,171,14,45.0,177.0,6.0,Stockout Risk,Local Warehouse Priority
23318,BOX OF 6 MINI VINTAGE CRACKERS,High-Revenue Priority,634.8333333333334,207,7,65.0,213.0,6.0,Stockout Risk,Local Warehouse Priority
23494,VINTAGE DOILY DELUXE SEWING KIT,High-Revenue Priority,202.25,284,30,88.0,290.0,6.0,Stockout Risk,Local Warehouse Priority
84050,PINK HEART SHAPE EGG FRYING PAN,High-Revenue Priority,269.0833333333333,182,14,62.0,188.0,6.0,Stockout Risk,Local Warehouse Priority
22956,36 FOIL HEART CAKE CASES,High-Revenue Priority,157.69230769230768,98,14,29.0,103.0,5.0,Stockout Risk,Local Warehouse Priority
23397,FOOT STOOL HOME SWEET HOME,High-Revenue Priority,122.25,117,21,35.0,121.0,4.0,Stockout Risk,Local Warehouse Priority
23404,HOME SWEET HOME BLACKBOARD,High-Revenue Priority,252.75,157,14,42.0,160.0,3.0,Stockout Risk,Local Warehouse Priority
23064,CINDERELLA CHANDELIER,High-Revenue Priority,27.625,29,21,12.0,31.0,2.0,Stockout Risk,Local Warehouse Priority
23156,SET OF 5 MINI GROCERY MAGNETS,High-Revenue Priority,166.5,105,14,29.0,107.0,2.0,Stockout Risk,Local Warehouse Priority
23503,PLAYING CARDS KEEP CALM & CARRY ON,High-Revenue Priority,910.75,296,7,85.0,298.0,2.0,Stockout Risk,Local Warehouse Priority
22810,SET OF 6 T-LIGHTS SNOWMEN,High-Revenue Priority,94.4,221,45,80.0,222.0,1.0,Stockout Risk,Local Warehouse Priority
23053,RECYCLED ACAPULCO MAT PINK,High-Revenue Priority,36.4,36,21,12.0,37.0,1.0,Stockout Risk,Local Warehouse Priority
23507,MINI PLAYING CARDS BUFFALO BILL,High-Turnover Stable,720.5,209,45,514.0,1595.0,1386.0,Stockout Risk,Stable Local Warehouse Inventory
16045,POPART WOODEN PENCILS ASST,High-Turnover Stable,988.8888888888888,284,30,424.0,1413.0,1129.0,Stockout Risk,Stable Local Warehouse Inventory
23365,SET 12 COLOUR PENCILS LOVE LONDON,High-Turnover Stable,464.25,106,45,310.0,1006.0,900.0,Stockout Risk,Stable Local Warehouse Inventory
23231,WRAP DOILEY DESIGN,High-Turnover Stable,606.4166666666666,23,30,207.0,813.0,790.0,Stockout Risk,Stable Local Warehouse Inventory
22161,HEART DECORATION RUSTIC HANGING,High-Turnover Stable,391.0,80,45,282.0,868.0,788.0,Stockout Risk,Stable Local Warehouse Inventory
23326,HANGING MINI COLOURED BOTTLES,High-Turnover Stable,688.4,239,30,277.0,965.0,726.0,Stockout Risk,Stable Local Warehouse Inventory
22610,PENS ASSORTED FUNNY FACE,High-Turnover Stable,736.3076923076923,33,21,220.0,735.0,702.0,Stockout Risk,Stable Local Warehouse Inventory
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,High-Turnover Stable,759.75,47,21,207.0,739.0,692.0,Stockout Risk,Stable Local Warehouse Inventory
21918,SET 12 KIDS COLOUR  CHALK STICKS,High-Turnover Stable,553.7692307692307,109,30,230.0,784.0,675.0,Stockout Risk,Stable Local Warehouse Inventory
23367,SET 12 COLOUR PENCILS SPACEBOY,High-Turnover Stable,819.5,180,21,246.0,820.0,640.0,Stockout Risk,Stable Local Warehouse Inventory
21982,PACK OF 12 SUKI TISSUES,High-Turnover Stable,551.7692307692307,163,30,231.0,783.0,620.0,Stockout Risk,Stable Local Warehouse Inventory
22045,SPACEBOY GIFT WRAP,High-Turnover Stable,502.0769230769231,139,30,194.0,696.0,557.0,Stockout Risk,Stable Local Warehouse Inventory
22571,ROCKING HORSE RED CHRISTMAS,High-Turnover Stable,270.44444444444446,54,45,197.0,603.0,549.0,Stockout Risk,Stable Local Warehouse Inventory
22339,CHRISTMAS TREE PAINTED ZINC,High-Turnover Stable,411.3333333333333,75,30,208.0,619.0,544.0,Stockout Risk,Stable Local Warehouse Inventory
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,High-Turnover Stable,523.75,186,30,206.0,730.0,544.0,Stockout Risk,Stable Local Warehouse Inventory
22959,WRAP CHRISTMAS VILLAGE,High-Turnover Stable,700.1428571428571,192,21,240.0,730.0,538.0,Stockout Risk,Stable Local Warehouse Inventory
84596F,SMALL MARSHMALLOWS PINK BOWL,High-Turnover Stable,287.0769230769231,67,45,169.0,600.0,533.0,Stockout Risk,Stable Local Warehouse Inventory
21980,PACK OF 12 RED RETROSPOT TISSUES,High-Turnover Stable,514.2307692307693,51,21,144.0,504.0,453.0,Stockout Risk,Stable Local Warehouse Inventory
23445,ICE CREAM BUBBLES,High-Turnover Stable,533.6,104,21,168.0,542.0,438.0,Stockout Risk,Stable Local Warehouse Inventory
23233,WRAP POPPIES  DESIGN,High-Turnover Stable,431.25,33,21,125.0,427.0,394.0,Stockout Risk,Stable Local Warehouse Inventory
23380,PACK OF 12 VINTAGE DOILY TISSUES,High-Turnover Stable,586.0,196,21,175.0,585.0,389.0,Stockout Risk,Stable Local Warehouse Inventory
22983,CARD BILLBOARD FONT,High-Turnover Stable,406.9230769230769,168,30,141.0,548.0,380.0,Stockout Risk,Stable Local Warehouse Inventory
22609,PENS ASSORTED SPACEBALL,High-Turnover Stable,489.5,130,21,146.0,489.0,359.0,Stockout Risk,Stable Local Warehouse Inventory
22712,CARD DOLLY GIRL,High-Turnover Stable,369.5833333333333,178,30,154.0,524.0,346.0,Stockout Risk,Stable Local Warehouse Inventory
21500,PINK POLKADOT WRAP,High-Turnover Stable,488.46153846153845,152,21,124.0,466.0,314.0,Stockout Risk,Stable Local Warehouse Inventory
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,High-Turnover Stable,395.8,108,21,134.0,411.0,303.0,Stockout Risk,Stable Local Warehouse Inventory
16169E,WRAP 50'S  CHRISTMAS,High-Turnover Stable,760.5,221,14,158.0,513.0,292.0,Stockout Risk,Stable Local Warehouse Inventory
16156S,WRAP PINK FAIRY CAKES,High-Turnover Stable,446.15384615384613,21,14,81.0,289.0,268.0,Stockout Risk,Stable Local Warehouse Inventory
16161P,WRAP ENGLISH ROSE,High-Turnover Stable,553.9230769230769,279,21,150.0,538.0,259.0,Stockout Risk,Stable Local Warehouse Inventory
22713,CARD I LOVE LONDON,High-Turnover Stable,264.6923076923077,117,30,109.0,374.0,257.0,Stockout Risk,Stable Local Warehouse Inventory
23545,WRAP RED DOILEY,High-Turnover Stable,413.3333333333333,134,21,102.0,391.0,257.0,Stockout Risk,Stable Local Warehouse Inventory
23345,DOLLY GIRL BEAKER,High-Turnover Stable,408.5,26,14,90.0,281.0,255.0,Stockout Risk,Stable Local Warehouse Inventory
22540,MINI JIGSAW CIRCUS PARADE,High-Turnover Stable,193.76923076923077,26,30,82.0,276.0,250.0,Stockout Risk,Stable Local Warehouse Inventory
21394,RED POLKADOT BEAKER,High-Turnover Stable,351.3636363636364,272,30,158.0,509.0,237.0,Stockout Risk,Stable Local Warehouse Inventory
22437,SET OF 9 BLACK SKULL BALLOONS,High-Turnover Stable,217.53846153846155,214,45,123.0,449.0,235.0,Stockout Risk,Stable Local Warehouse Inventory
16161U,WRAP SUKI AND FRIENDS,High-Turnover Stable,313.46153846153845,210,30,127.0,440.0,230.0,Stockout Risk,Stable Local Warehouse Inventory
22608,PENS ASSORTED FUNKY JEWELED,High-Turnover Stable,434.25,60,14,85.0,288.0,228.0,Stockout Risk,Stable Local Warehouse Inventory
22815,CARD PSYCHEDELIC APPLES,High-Turnover Stable,202.15384615384616,194,45,113.0,416.0,222.0,Stockout Risk,Stable Local Warehouse Inventory
23334,IVORY WICKER HEART SMALL,High-Turnover Stable,454.2,224,21,125.0,443.0,219.0,Stockout Risk,Stable Local Warehouse Inventory
22704,WRAP RED APPLES,High-Turnover Stable,404.0769230769231,180,21,103.0,386.0,206.0,Stockout Risk,Stable Local Warehouse Inventory
23368,SET 12 COLOUR PENCILS DOLLY GIRL,High-Turnover Stable,594.75,197,14,125.0,403.0,206.0,Stockout Risk,Stable Local Warehouse Inventory
16008,SMALL FOLDING SCISSOR(POINTED EDGE),High-Turnover Stable,262.90909090909093,74,21,93.0,277.0,203.0,Stockout Risk,Stable Local Warehouse Inventory
22037,ROBOT BIRTHDAY CARD,High-Turnover Stable,302.2307692307692,86,21,76.0,288.0,202.0,Stockout Risk,Stable Local Warehouse Inventory
23101,SILVER STARS TABLE DECORATION,High-Turnover Stable,253.875,57,21,81.0,259.0,202.0,Stockout Risk,Stable Local Warehouse Inventory
23145,ZINC T-LIGHT HOLDER STAR LARGE,High-Turnover Stable,231.55555555555551,37,21,64.0,226.0,189.0,Stockout Risk,Stable Local Warehouse Inventory
