stock_code,description,first_sale_date,last_sale_date,total_units,total_revenue,avg_unit_price
21670,BLUE SPOT CERAMIC DRAWER KNOB,2010-12-01 14:41:00,2011-12-09 11:34:00,4328,6083.99,1.709493333333333
21671,RED SPOT CERAMIC DRAWER KNOB,2010-12-01 17:06:00,2011-12-09 10:23:00,4402,6054.79,1.7286216216216217
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2010-12-01 09:41:00,2011-12-09 10:23:00,4992,6776.0,1.6896626506024097
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2010-12-02 10:39:00,2011-12-09 11:34:00,4372,6041.2,1.6842276422764229
21675,BUTTERFLIES STICKERS,2010-12-03 11:36:00,2011-12-09 10:03:00,628,568.26,1.1387272727272726
21676,FLOWERS  STICKERS,2010-12-01 11:45:00,2011-12-05 17:24:00,257,245.35999999999999,1.159344262295082
21677,HEARTS  STICKERS,2010-12-03 12:24:00,2011-12-09 10:03:00,835,737.8399999999999,1.0332773109243696
21678,PAISLEY PATTERN  STICKERS,2010-12-01 11:45:00,2011-12-09 10:03:00,125,111.86,1.0071875
21679,SKULLS  STICKERS,2010-12-01 14:32:00,2011-12-07 13:53:00,1140,1028.58,1.12731884057971
21680,WOODLAND  STICKERS,2010-12-06 15:13:00,2011-12-09 10:03:00,868,786.31,1.2149514563106796
21681,GIANT MEDINA STAMPED METAL BOWL,2011-02-14 13:19:00,2011-02-22 15:00:00,2,19.9,9.95
21682,LARGE MEDINA STAMPED METAL BOWL,2010-12-05 12:42:00,2011-12-04 13:00:00,182,930.96,5.496545454545455
21683,MEDIUM MEDINA STAMPED METAL BOWL,2010-12-05 13:49:00,2011-12-05 16:05:00,310,948.7000000000002,3.3927586206896554
21684,SMALL MEDINA STAMPED METAL BOWL,2010-12-01 17:06:00,2011-12-09 12:31:00,771,612.1,1.258723404255319
21686,MEDINA STAMPED METAL STOOL,2010-12-08 12:08:00,2011-10-02 15:33:00,35,1351.64,39.8695
21688,SILVER PLATE CANDLE BOWL SMALL,2010-12-01 13:51:00,2011-11-30 09:53:00,348,1101.2800000000002,3.8033333333333337
21689,SILVER VANILLA  FLOWER CANDLE POT,2010-12-07 15:39:00,2011-12-06 12:45:00,95,369.87,4.273846153846154
21690,SILVER  CANDLEPOT JARDIN,2010-12-01 13:54:00,2011-01-30 15:48:00,22,82.5,3.75
21692,SILVER LATTICE VANILLA CANDLE POT,2010-12-06 12:41:00,2011-02-25 11:56:00,17,63.75,3.75
21693,SMALL HAMMERED SILVER CANDLEPOT,2010-12-05 16:24:00,2011-12-06 12:45:00,361,1107.91,3.35
21694,SMALL REGAL  SILVER CANDLEPOT,2010-12-01 13:51:00,2011-12-05 14:03:00,307,840.33,3.395
21695,SMALL SILVER FLOWER CANDLE POT,2010-12-05 14:25:00,2011-12-08 09:28:00,284,857.6800000000001,3.365609756097561
21696,SMALL SILVER TRELLIS CANDLEPOT,2010-12-05 13:03:00,2011-11-23 14:35:00,224,672.4000000000001,3.3015151515151517
21698,MOCK LOBSTER FRIDGE MAGNET,2010-12-01 17:06:00,2011-12-07 16:47:00,296,164.17,1.0622222222222222
21700,BIG DOUGHNUT FRIDGE MAGNETS,2010-12-01 17:06:00,2011-12-07 13:46:00,1726,2334.94,3.95715
21703,BAG 125G SWIRLY MARBLES,2010-12-01 14:32:00,2011-12-09 10:03:00,9390,3528.89,0.495738255033557
21704,BAG 250G SWIRLY MARBLES,2010-12-01 14:32:00,2011-12-09 10:03:00,5144,4039.2799999999997,1.0033734939759036
21705,BAG 500G SWIRLY MARBLES,2010-12-01 11:41:00,2011-12-09 11:26:00,1459,1462.1699999999998,1.8397902097902097
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2010-12-01 11:49:00,2011-12-07 10:35:00,346,1616.81,4.997333333333334
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,2010-12-15 15:14:00,2011-12-06 08:55:00,160,763.6600000000001,4.881351351351352
21708,FOLDING UMBRELLA CREAM POLKADOT,2010-12-01 11:49:00,2011-12-05 17:28:00,190,863.11,4.31640625
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,2010-12-01 17:35:00,2011-12-04 13:45:00,133,607.23,4.667118644067797
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,2010-12-01 11:49:00,2011-11-25 11:41:00,107,501.98,4.822666666666667
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,2010-12-01 11:49:00,2011-11-24 14:40:00,104,513.02,5.247777777777778
21713,CITRONELLA CANDLE FLOWERPOT,2010-12-06 08:34:00,2011-12-06 16:26:00,786,1817.74,2.5079874213836475
21714,CITRONELLA CANDLE GARDEN POT,2010-12-02 15:46:00,2011-12-09 10:23:00,1651,3010.65,1.8948458149779734
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2010-12-01 12:03:00,2011-12-08 13:50:00,1330,3507.17,3.261293103448276
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2010-12-01 12:03:00,2011-12-09 10:03:00,1425,3872.92,3.385204918032787
21717,EASTER TIN BUCKET,2010-12-08 14:25:00,2011-03-22 11:05:00,408,946.93,2.684878048780488
21718,RED METAL BEACH SPADE,2010-12-01 12:03:00,2011-12-09 10:03:00,1493,2113.39,1.7087826086956521
21719,LOVELY BONBON STICKER SHEET,2010-12-02 10:27:00,2011-12-05 17:28:00,345,307.44,1.0569491525423729
21720,CAKE SHOP  STICKER SHEET,2010-12-06 10:19:00,2011-07-26 09:51:00,57,48.449999999999996,0.85
21721,CANDY SHOP  STICKER SHEET,2010-12-01 14:32:00,2011-12-02 16:39:00,195,179.45999999999998,1.102857142857143
21722,SWEET PUDDING STICKER SHEET,2010-12-01 14:32:00,2011-12-08 09:20:00,98,95.52999999999999,1.1297222222222223
21723,ALPHABET HEARTS STICKER SHEET,2010-12-05 13:00:00,2011-12-05 17:28:00,397,350.08,1.0294915254237287
21724,PANDA AND BUNNIES STICKER SHEET,2010-12-01 08:45:00,2011-12-09 10:03:00,408,355.83,0.9703703703703703
21725,SWEETIES  STICKERS,2010-12-03 11:36:00,2011-11-17 14:26:00,301,277.24,1.1344
21726,MULTI HEARTS  STICKERS,2010-12-03 17:20:00,2011-12-07 13:35:00,237,204.69,0.927142857142857
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2010-12-01 08:26:00,2011-12-07 16:56:00,517,2514.4300000000003,5.356641221374046
21731,RED TOADSTOOL LED NIGHT LIGHT,2010-12-01 08:45:00,2011-12-09 10:46:00,14001,23919.78,2.3904327485380117
21733,RED HANGING HEART T-LIGHT HOLDER,2010-12-01 09:32:00,2011-12-08 14:38:00,7872,23199.24,3.160996015936255
21735,TWO DOOR CURIO CABINET,2010-12-02 14:47:00,2011-09-16 13:53:00,212,2577.45,12.538554216867471
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,2010-12-12 16:14:00,2011-04-06 12:08:00,80,137.22000000000003,1.8150000000000002
21738,COSY SLIPPER SHOES SMALL  RED,2010-12-01 11:49:00,2011-10-20 12:43:00,46,144.58,3.3360869565217395
21739,COSY SLIPPER SHOES SMALL GREEN,2010-12-01 11:49:00,2011-12-09 10:03:00,254,703.08,2.763153153153153
21741,COSY SLIPPER SHOES LARGE GREEN,2010-12-02 12:09:00,2011-11-16 12:08:00,147,480.1700000000001,3.8230000000000004
21742,LARGE ROUND WICKER PLATTER,2010-12-01 12:49:00,2011-12-08 16:18:00,194,1167.58,6.092795698924731
21743,STAR PORTABLE TABLE LIGHT,2010-12-01 11:21:00,2011-09-13 11:24:00,299,887.6500000000001,3.8757142857142854
21744,SNOWFLAKE PORTABLE TABLE LIGHT,2010-12-01 11:21:00,2011-11-24 13:40:00,529,1557.65,3.042093023255814
21745,GAOLERS KEYS DECORATIVE GARDEN,2010-12-01 17:06:00,2011-12-07 11:43:00,935,3475.73,3.968046511627907
21746,SMALL RED RETROSPOT WINDMILL,2010-12-06 13:41:00,2011-11-29 08:07:00,3075,3766.93,1.469078947368421
21747,SMALL SKULL WINDMILL,2010-12-19 14:41:00,2011-11-30 14:00:00,485,645.61,1.5116666666666665
21749,LARGE RED RETROSPOT WINDMILL,2010-12-08 14:25:00,2011-11-29 16:33:00,1963,3877.09,2.531
21750,LARGE SKULL WINDMILL,2010-12-08 14:25:00,2011-11-08 18:41:00,90,207.51000000000002,2.6954166666666666
21754,HOME BUILDING BLOCK WORD,2010-12-01 08:34:00,2011-12-09 10:26:00,2759,16923.47,6.629308578745198
21755,LOVE BUILDING BLOCK WORD,2010-12-01 08:34:00,2011-12-09 12:00:00,2011,12435.86,6.695205047318613
21756,BATH BUILDING BLOCK WORD,2010-12-01 08:35:00,2011-12-08 13:22:00,809,5006.26,6.620036900369003
21757,LIGHTHOUSE PRINTED METAL SIGN,2011-01-09 11:34:00,2011-02-17 12:29:00,6,29.700000000000003,4.95
21758,VINTAGE SHELLS PRINT,2010-12-01 14:32:00,2011-12-01 16:22:00,50,427.46000000000004,9.839375
21761,WOOD AND GLASS MEDICINE CABINET,2010-12-01 15:35:00,2011-12-04 13:20:00,10,299.5,29.95
21763,VINTAGE WOODEN BAR STOOL,2011-01-05 15:56:00,2011-07-06 16:40:00,6,169.75,27.4625
21769,VINTAGE POST OFFICE CABINET,2010-12-02 12:18:00,2010-12-07 16:43:00,11,607.6500000000001,66.36
21770,OPEN CLOSED METAL SIGN,2011-03-24 12:11:00,2011-12-08 17:37:00,1638,7923.93,5.524447300771209
21773,DECORATIVE ROSE BATHROOM BOTTLE,2010-12-01 14:32:00,2011-12-08 10:53:00,1170,1154.17,1.7692073170731706
21774,DECORATIVE CATS BATHROOM BOTTLE,2010-12-01 14:32:00,2011-12-09 10:03:00,1095,1152.4,1.9209625668449197
21775,DECORATIVE FLORE BATHROOM BOTTLE,2010-12-01 17:06:00,2011-12-08 16:30:00,515,716.86,1.8763309352517985
21777,RECIPE BOX WITH METAL HEART,2010-12-01 08:34:00,2010-12-06 10:08:00,12,95.4,7.95
21781,MA CAMPAGNE CUTLERY BOX,2010-12-01 15:35:00,2011-07-10 16:18:00,168,2661.7999999999997,16.81356435643564
21784,SHOE SHINE BOX,2010-12-02 13:08:00,2011-09-01 13:40:00,57,633.0699999999999,11.448181818181817
21785,RAIN PONCHO,2010-12-05 12:53:00,2011-02-15 14:44:00,411,268.76,0.9719999999999999
21786,POLKADOT RAIN HAT,2010-12-01 10:19:00,2011-12-09 10:03:00,1937,916.99,0.6697835497835498
21787,RAIN PONCHO RETROSPOT,2010-12-01 14:32:00,2011-12-09 10:03:00,8875,7161.1,1.0531854838709678
21788,KIDS RAIN MAC BLUE,2010-12-02 16:38:00,2011-12-06 11:39:00,1293,1029.24,0.9096511627906977
21789,KIDS RAIN MAC PINK,2010-12-01 16:57:00,2011-12-02 16:39:00,925,803.65,0.9420430107526881
21790,VINTAGE SNAP CARDS,2010-12-01 11:57:00,2011-12-09 12:20:00,14521,12510.009999999998,1.0157754010695188
21791,VINTAGE HEADS AND TAILS CARD GAME,2010-12-01 08:45:00,2011-12-09 10:03:00,7864,10504.4,1.5057937806873976
21792,CLASSIC FRENCH STYLE BASKET GREEN,2010-12-07 18:36:00,2011-08-03 12:58:00,344,1497.72,5.041052631578947
21793,CLASSIC FRENCH STYLE BASKET BROWN,2010-12-19 13:31:00,2011-12-01 16:22:00,304,1296.6100000000001,4.584533333333334
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2010-12-01 12:43:00,2011-10-25 15:34:00,522,2213.42,4.930754716981132
21801,CHRISTMAS TREE DECORATION WITH BELL,2010-12-01 14:32:00,2011-10-30 11:22:00,1251,530.26,0.42296
21802,CHRISTMAS TREE HEART DECORATION,2010-12-01 14:32:00,2011-11-21 11:55:00,2122,919.14,0.4531868131868132
21803,CHRISTMAS TREE STAR DECORATION,2010-12-01 14:32:00,2011-12-09 12:20:00,2353,1016.02,0.4511111111111111
21804,WHITE CHRISTMAS GARLAND STARS TREES,2010-12-01 12:43:00,2011-12-02 11:28:00,225,830.03,3.7701515151515155
21807,WHITE CHRISTMAS STAR DECORATION,2010-12-03 09:31:00,2011-11-22 15:43:00,438,189.0,0.4694117647058823
21808,"CHRISTMAS GARLAND STARS,TREES",2010-12-01 15:35:00,2011-12-09 10:03:00,180,637.83,3.535625
21809,CHRISTMAS HANGING TREE WITH BELL,2010-12-01 14:32:00,2011-12-09 12:20:00,1964,1117.92,0.9476859504132231
21810,CHRISTMAS HANGING STAR WITH BELL,2010-12-01 12:49:00,2011-12-09 10:51:00,5840,2981.8399999999997,0.744638783269962
21811,CHRISTMAS HANGING HEART WITH BELL,2010-12-01 11:45:00,2011-11-23 12:45:00,4850,2682.4,0.9952173913043478
21812,GARLAND WITH HEARTS AND BELLS,2010-12-06 10:08:00,2011-12-09 10:03:00,393,1746.27,5.1794
21813,GARLAND WITH STARS AND BELLS,2010-12-01 15:35:00,2011-12-09 10:03:00,549,2280.4700000000003,4.661504424778761
21814,HEART T-LIGHT HOLDER,2010-12-01 12:23:00,2011-11-29 11:23:00,74,111.77,1.7293749999999999
21815,STAR  T-LIGHT HOLDER,2010-12-01 12:23:00,2011-11-23 12:58:00,158,270.22999999999996,2.007
21816,CHRISTMAS TREE T-LIGHT HOLDER,2010-12-01 12:23:00,2011-11-27 13:00:00,33,47.849999999999994,1.45
21817,GLITTER CHRISTMAS TREE,2010-12-01 15:35:00,2011-11-09 15:17:00,906,410.91,0.5645901639344262
21818,GLITTER CHRISTMAS HEART,2010-12-01 15:08:00,2011-12-07 16:56:00,2737,1320.41,0.6024157303370786
21819,GLITTER CHRISTMAS STAR,2010-12-05 14:45:00,2011-12-08 14:38:00,2470,1066.65,0.544812030075188
21820,GLITTER HEART GARLAND WITH BELLS,2010-12-01 17:06:00,2011-12-05 16:05:00,329,1368.47,5.040869565217391
21821,GLITTER STAR GARLAND WITH BELLS,2010-12-01 14:32:00,2011-12-05 11:58:00,251,1037.05,5.067142857142858
21822,GLITTER CHRISTMAS TREE WITH BELLS,2010-12-01 14:32:00,2011-12-09 10:03:00,698,719.3,1.324059405940594
21823,PAINTED METAL HEART WITH HOLLY BELL,2010-12-01 11:45:00,2011-11-15 12:02:00,1372,854.3499999999999,0.9436538461538462
21824,PAINTED METAL STAR WITH HOLLY BELLS,2010-12-01 11:45:00,2011-11-15 12:02:00,1916,1102.4199999999998,0.7734166666666666
21826,EIGHT PIECE DINOSAUR SET,2010-12-01 12:54:00,2011-03-16 13:00:00,125,185.18,1.6913513513513514
21827,EIGHT PIECE CREEPY CRAWLIE SET,2010-12-06 12:55:00,2011-03-29 17:23:00,6,7.5,1.25
21828,EIGHT PIECE SNAKE  SET,2010-12-03 11:36:00,2011-12-09 10:03:00,330,435.79,1.4801176470588235
21829,DINOSAUR KEYRINGS ASSORTED,2010-12-03 11:36:00,2011-10-20 12:07:00,6765,1460.74,0.26303370786516855
21830,ASSORTED CREEPY CRAWLIES,2010-12-01 17:06:00,2011-11-23 13:39:00,2621,1107.07,0.46950495049504953
21832,CHOCOLATE CALCULATOR,2010-12-01 09:45:00,2011-12-09 10:03:00,954,1790.1,2.34964824120603
21833,CAMOUFLAGE LED TORCH,2010-12-01 14:05:00,2011-12-09 10:03:00,2726,4594.43,2.109345238095238
21836,GINGHAM OVEN GLOVE RED HEART,2010-12-05 12:29:00,2011-01-20 15:22:00,5,26.490000000000002,5.04
21839,MUMMY MOUSE RED GINGHAM RIBBON,2011-03-27 14:28:00,2011-03-27 14:28:00,1,5.45,5.45
21841,BABY MOUSE RED GINGHAM DRESS,2011-03-07 17:52:00,2011-11-29 10:57:00,73,310.25,4.25
21843,RED RETROSPOT CAKE STAND,2010-12-01 13:31:00,2011-12-09 10:26:00,2012,21354.3,12.607560073937153
21844,RED RETROSPOT MUG,2010-12-01 10:52:00,2011-12-06 14:30:00,1847,5167.6900000000005,3.3125477707006374
21845,DAIRY MAID STRIPE MUG,2010-12-03 14:54:00,2011-11-28 11:27:00,1906,1720.3000000000002,1.101219512195122
21846,PINK DIAMANTE PEN IN GIFT BOX,2010-12-01 17:06:00,2011-12-08 19:28:00,424,1206.97,4.093398058252427
21847,GREEN  DIAMANTE PEN IN GIFT BOX,2010-12-06 10:08:00,2011-11-16 15:23:00,76,178.89,2.7533333333333334
21849,SILVER DIAMANTE PEN IN GIFT BOX,2010-12-02 13:32:00,2011-12-04 14:45:00,173,548.93,3.803823529411765
21850,BLUE  DIAMANTE PEN IN GIFT BOX,2010-12-01 16:57:00,2011-12-06 12:56:00,129,488.13,4.301481481481481
21851,LILAC DIAMANTE PEN IN GIFT BOX,2010-12-01 14:32:00,2011-12-05 17:24:00,141,454.99,4.154603174603174
21864,UNION JACK FLAG PASSPORT COVER,2010-12-01 16:01:00,2011-12-09 10:26:00,828,2041.69,2.863763440860215
21865,PINK UNION JACK  PASSPORT COVER,2010-12-03 11:28:00,2011-12-08 12:07:00,271,618.9300000000001,2.5725233644859813
21866,UNION JACK FLAG LUGGAGE TAG,2010-12-01 11:45:00,2011-12-08 12:07:00,747,1292.38,1.9597938144329896
21867,PINK UNION JACK  LUGGAGE TAG,2010-12-01 11:45:00,2011-12-08 20:01:00,348,480.25,1.5743076923076922
21868,POTTING SHED TEA MUG,2010-12-01 17:06:00,2011-12-05 17:17:00,2477,3259.75,1.7556578947368422
21870,I CAN ONLY PLEASE ONE PERSON MUG,2010-12-01 13:24:00,2011-08-24 09:36:00,1407,1851.46,1.5759393939393938
21871,SAVE THE PLANET MUG,2010-12-01 09:02:00,2011-12-09 10:20:00,5453,6679.56,1.8128531855955676
21872,GLAMOROUS  MUG,2010-12-02 11:45:00,2011-12-09 08:48:00,1292,1454.98,1.6714685314685316
21873,IF YOU CAN'T STAND THE HEAT MUG,2010-12-01 13:24:00,2011-12-08 13:59:00,1618,1834.3,1.6102586206896552
21874,GIN AND TONIC MUG,2010-12-01 13:24:00,2011-12-09 10:26:00,2974,4141.179999999999,2.014203389830508
21875,KINGS CHOICE MUG,2010-12-01 17:06:00,2011-12-09 09:08:00,2055,2429.38,1.8340268456375837
21876,POTTERING MUG,2010-12-03 11:13:00,2011-12-09 10:26:00,3789,4825.36,2.0920059880239523
21877,HOME SWEET HOME MUG,2010-12-01 17:24:00,2011-12-09 10:20:00,5411,6932.78,1.7194857142857145
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2010-12-03 10:43:00,2011-12-08 13:50:00,2523,2172.2,1.091578947368421
21879,HEARTS GIFT TAPE,2010-12-01 14:32:00,2011-12-09 10:03:00,1176,385.47,0.5863157894736841
21880,RED RETROSPOT TAPE,2010-12-01 11:49:00,2011-12-07 17:05:00,1903,858.7800000000001,0.48406639004149377
21881,CUTE CATS TAPE,2010-12-02 10:27:00,2011-12-08 10:53:00,1102,383.11,0.6788607594936709
21882,SKULLS TAPE,2010-12-03 11:19:00,2011-11-28 13:26:00,704,251.17000000000002,0.6367605633802818
21883,STARS GIFT TAPE,2010-12-01 08:45:00,2011-12-07 17:05:00,1653,725.4200000000001,0.6445864661654136
21884,CAKES AND BOWS GIFT  TAPE,2010-12-01 14:32:00,2011-12-04 11:45:00,1166,413.76,0.761505376344086
21888,BINGO SET,2010-12-01 14:32:00,2011-12-05 11:58:00,1688,6659.54,4.72473544973545
21889,WOODEN BOX OF DOMINOES,2010-12-01 10:29:00,2011-12-09 10:03:00,6390,8847.29,1.5789816360601001
21890,S/6 WOODEN SKITTLES IN COTTON BAG,2010-12-01 12:03:00,2011-12-09 10:26:00,1147,3674.11,3.8581196581196586
21891,TRADITIONAL WOODEN SKIPPING ROPE,2010-12-01 10:29:00,2011-12-08 18:22:00,8130,10504.85,1.592523148148148
21892,TRADITIONAL WOODEN CATCH CUP GAME,2010-12-01 12:03:00,2011-12-09 10:03:00,3192,4317.16,1.6051196172248803
21894,POTTING SHED SEED ENVELOPES,2010-12-01 12:31:00,2011-12-08 13:50:00,592,902.08,1.8283969465648853
21895,POTTING SHED SOW 'N' GROW SET,2010-12-01 12:31:00,2010-12-09 16:31:00,2,12.72,6.36
21896,POTTING SHED TWINE,2010-12-01 17:06:00,2011-12-06 09:09:00,980,2272.79,2.417927927927928
21897,POTTING SHED CANDLE CITRONELLA,2011-01-14 10:12:00,2011-04-27 11:47:00,405,1268.1899999999998,3.85
21898,POTTING SHED ROSE CANDLE,2011-02-14 09:41:00,2011-04-27 11:47:00,493,1541.11,2.6156
21899,"KEY FOB , GARAGE DESIGN",2010-12-01 17:06:00,2011-12-08 16:18:00,2679,1757.97,0.880391459074733
21900,"KEY FOB , SHED",2010-12-02 15:55:00,2011-12-09 10:03:00,3228,2197.17,0.9522252010723861
21901,"KEY FOB , BACK DOOR",2010-12-02 14:09:00,2011-12-09 10:03:00,1828,1277.89,0.8934285714285715
21902,"KEY FOB , FRONT  DOOR",2010-12-02 14:09:00,2011-12-09 10:03:00,1962,1262.3700000000001,0.8843661971830986
21903,MAN FLU METAL SIGN,2010-12-03 11:36:00,2011-12-08 15:51:00,1160,2490.13,2.5055555555555555
21904,HOUSE WRECKING METAL SIGN,2010-12-05 13:55:00,2011-05-25 17:31:00,50,105.0,2.1
21905,MORE BUTTER METAL SIGN,2010-12-03 12:43:00,2011-12-09 10:03:00,760,821.61,1.401625
21906,PHARMACIE FIRST AID TIN,2010-12-01 17:06:00,2011-12-09 10:03:00,581,4470.8099999999995,9.662068965517241
21907,I'M ON HOLIDAY METAL SIGN,2010-12-01 11:21:00,2011-12-07 15:56:00,2371,5027.18,2.3004347826086957
21908,CHOCOLATE THIS WAY METAL SIGN,2010-12-01 17:06:00,2011-12-09 08:48:00,3771,7752.22,2.534714587737844
21910,WAY OUT METAL SIGN,2010-12-05 16:24:00,2011-02-16 16:57:00,36,59.39999999999999,1.65
21911,GARDEN METAL SIGN,2010-12-01 14:32:00,2011-04-15 10:42:00,114,203.20999999999998,2.1710344827586208
21912,VINTAGE SNAKES & LADDERS,2010-12-01 09:45:00,2011-12-09 10:26:00,1786,7047.7,4.942045454545455
21913,VINTAGE SEASIDE JIGSAW PUZZLES,2010-12-01 08:45:00,2011-12-08 09:28:00,398,1565.83,4.369256756756757
21914,BLUE HARMONICA IN BOX,2010-12-01 11:41:00,2011-12-09 12:16:00,7876,10339.81,1.4315409836065573
21915,RED  HARMONICA IN BOX,2010-12-01 11:41:00,2011-12-07 15:07:00,21903,26294.08,1.4255722891566265
21916,SET 12 RETRO WHITE CHALK STICKS,2010-12-01 11:57:00,2011-12-09 12:31:00,4599,1973.49,0.5460273972602739
21917,SET 12 KIDS  WHITE CHALK STICKS,2010-12-01 14:34:00,2011-12-08 15:03:00,4151,1701.93,0.49755555555555553
21918,SET 12 KIDS COLOUR  CHALK STICKS,2010-12-02 09:44:00,2011-12-09 12:16:00,7199,2950.25,0.5195967741935483
21922,UNION STRIPE WITH FRINGE  HAMMOCK,2010-12-01 14:32:00,2011-12-08 09:28:00,898,6944.360000000001,9.187081339712918
21925,UNION STRIPE CUSHION COVER,2010-12-02 17:41:00,2011-12-06 17:49:00,403,503.75,1.25
21926,RED/CREAM STRIPE CUSHION COVER,2011-01-19 15:20:00,2011-12-08 12:07:00,414,509.9,1.2468333333333335
21927,BLUE/CREAM STRIPE CUSHION COVER,2010-12-02 17:41:00,2011-12-01 19:42:00,623,771.15,1.2481
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2010-12-01 14:11:00,2011-12-09 10:26:00,10468,21144.41,2.697144622991347
21929,JUMBO BAG PINK VINTAGE PAISLEY,2010-12-01 09:37:00,2011-12-09 12:19:00,11006,23179.06,2.678348623853211
21930,JUMBO STORAGE BAG SKULLS,2010-12-01 12:43:00,2011-12-09 10:26:00,6438,14006.2,2.7869887955182073
21931,JUMBO STORAGE BAG SUKI,2010-12-01 09:37:00,2011-12-09 12:19:00,13651,30764.01,2.746616415410385
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2010-12-03 12:24:00,2011-12-09 10:03:00,2720,4995.38,2.0698666666666665
21933,PINK VINTAGE PAISLEY PICNIC BAG,2010-12-03 12:24:00,2011-12-08 16:30:00,2672,4957.43,2.0688009592326138
21934,SKULL SHOULDER BAG,2010-12-01 09:41:00,2011-12-09 10:26:00,2421,4480.28,2.140631067961165
21935,SUKI  SHOULDER BAG,2010-12-01 14:32:00,2011-12-09 10:26:00,3393,6298.61,2.336911487758945
21936,RED RETROSPOT PICNIC BAG,2010-12-03 11:36:00,2011-12-09 10:03:00,3985,11665.19,3.7098496240601504
21937,STRAWBERRY   PICNIC BAG,2010-12-03 15:19:00,2011-12-04 12:32:00,1707,4898.849999999999,3.405555555555556
21942,SKULLS DESIGN FLANNEL,2010-12-01 14:32:00,2011-12-09 10:26:00,287,313.01,1.3337864077669903
21943,CAKES AND RABBITS DESIGN FLANNEL,2010-12-06 10:08:00,2011-12-08 09:20:00,119,134.48999999999998,1.2856
21944,KITTENS DESIGN FLANNEL,2010-12-01 14:32:00,2011-12-08 19:57:00,337,310.19,1.1922772277227722
21945,STRAWBERRIES  DESIGN FLANNEL,2010-12-03 11:27:00,2011-12-09 10:03:00,358,373.34,1.3124528301886793
21946,PARTY TIME DESIGN FLANNEL,2010-12-12 12:08:00,2011-12-08 09:20:00,86,75.35,1.0136
21947,SET OF 6 HEART CHOPSTICKS,2010-12-03 17:20:00,2011-12-09 10:03:00,811,1139.65,1.6988535031847132
21948,SET OF 6 CAKE CHOPSTICKS,2010-12-02 14:09:00,2011-12-07 10:35:00,640,978.23,1.904258064516129
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2010-12-01 14:32:00,2011-12-09 10:03:00,801,1054.44,1.8067586206896553
21955,DOORMAT UNION JACK GUNS AND ROSES,2010-12-01 11:45:00,2011-12-09 10:26:00,1228,7580.82,9.168653846153846
21967,PACK OF 12 SKULL TISSUES,2010-12-01 13:24:00,2011-12-09 10:03:00,5271,1582.1499999999999,0.44693617021276594
21972,SET OF 36 DINOSAUR PAPER DOILIES,2010-12-13 09:35:00,2011-12-01 16:22:00,335,499.08,1.6887692307692308
21973,SET OF 36 MUSHROOM PAPER DOILIES,2010-12-06 11:26:00,2011-11-28 11:18:00,159,230.54999999999998,1.45
21974,SET OF 36 PAISLEY FLOWER DOILIES,2010-12-01 17:06:00,2011-12-08 10:53:00,2219,3545.6,2.144388888888889
21975,PACK OF 60 DINOSAUR CAKE CASES,2010-12-01 09:37:00,2011-12-08 12:43:00,12312,6102.51,0.6264715447154472
21976,PACK OF 60 MUSHROOM CAKE CASES,2010-12-01 11:57:00,2011-12-09 10:03:00,5199,2869.9,0.8403266331658291
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2010-12-01 09:37:00,2011-12-09 10:26:00,24820,12226.32,0.7446931818181819
21980,PACK OF 12 RED RETROSPOT TISSUES,2010-12-01 10:52:00,2011-12-09 10:03:00,6685,2121.18,0.40671140939597317
21981,PACK OF 12 WOODLAND TISSUES,2010-12-01 13:24:00,2011-12-09 10:03:00,5468,1651.3,0.48146520146520144
21982,PACK OF 12 SUKI TISSUES,2010-12-01 13:24:00,2011-12-09 10:03:00,7173,2215.6099999999997,0.4738251366120218
21983,PACK OF 12 BLUE PAISLEY TISSUES,2010-12-01 13:24:00,2011-12-09 10:26:00,2301,777.67,0.44819354838709674
21984,PACK OF 12 PINK PAISLEY TISSUES,2010-12-01 13:24:00,2011-12-09 10:03:00,3458,1112.6,0.4711214953271028
21985,PACK OF 12 HEARTS DESIGN TISSUES,2010-12-01 12:23:00,2011-12-08 19:28:00,8775,2729.5099999999998,0.4177389277389277
21986,PACK OF 12 PINK POLKADOT TISSUES,2010-12-01 11:57:00,2011-12-09 10:03:00,4067,1197.73,0.4273298429319371
21987,PACK OF 6 SKULL PAPER CUPS,2010-12-02 12:47:00,2011-12-09 10:26:00,2113,1346.65,0.7704545454545454
