invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,invoice_date_only,invoice_month,invoice_week,revenue
547551,DOT,DOTCOM POSTAGE,1,2011-03-23 15:55:00,128.25,,United Kingdom,2011-03-23,2011-03,2011-03-21/2011-03-27,128.25
547552,DOT,DOTCOM POSTAGE,1,2011-03-23 15:55:00,169.29,,United Kingdom,2011-03-23,2011-03,2011-03-21/2011-03-27,169.29
547566,POST,POSTAGE,1,2011-03-24 09:42:00,27.0,12811.0,Portugal,2011-03-24,2011-03,2011-03-21/2011-03-27,27.0
547645,POST,POSTAGE,1,2011-03-24 11:40:00,40.0,12676.0,Sweden,2011-03-24,2011-03,2011-03-21/2011-03-27,40.0
547684,POST,POSTAGE,5,2011-03-24 14:46:00,15.0,12408.0,Belgium,2011-03-24,2011-03,2011-03-21/2011-03-27,75.0
547703,POST,POSTAGE,8,2011-03-24 17:10:00,28.0,12540.0,Spain,2011-03-24,2011-03,2011-03-21/2011-03-27,224.0
547715,POST,POSTAGE,2,2011-03-25 08:50:00,18.0,12520.0,Germany,2011-03-25,2011-03,2011-03-21/2011-03-27,36.0
547722,POST,POSTAGE,3,2011-03-25 10:19:00,18.0,12553.0,France,2011-03-25,2011-03,2011-03-21/2011-03-27,54.0
547788,DOT,DOTCOM POSTAGE,1,2011-03-25 12:00:00,175.28,,United Kingdom,2011-03-25,2011-03,2011-03-21/2011-03-27,175.28
547790,POST,POSTAGE,3,2011-03-25 12:04:00,28.0,12545.0,Spain,2011-03-25,2011-03,2011-03-21/2011-03-27,84.0
547796,POST,POSTAGE,9,2011-03-25 12:34:00,15.0,14646.0,Netherlands,2011-03-25,2011-03,2011-03-21/2011-03-27,135.0
547810,M,MANUAL,1,2011-03-25 14:00:00,0.85,,United Kingdom,2011-03-25,2011-03,2011-03-21/2011-03-27,0.85
547815,POST,POSTAGE,1,2011-03-25 14:19:00,40.0,13520.0,Switzerland,2011-03-25,2011-03,2011-03-21/2011-03-27,40.0
547821,POST,POSTAGE,4,2011-03-25 14:50:00,18.0,12621.0,Germany,2011-03-25,2011-03,2011-03-21/2011-03-27,72.0
547822,POST,POSTAGE,16,2011-03-25 14:53:00,18.0,12668.0,Germany,2011-03-25,2011-03,2011-03-21/2011-03-27,288.0
547825,POST,POSTAGE,1,2011-03-25 15:01:00,15.0,12778.0,Netherlands,2011-03-25,2011-03,2011-03-21/2011-03-27,15.0
547830,DOT,DOTCOM POSTAGE,1,2011-03-25 15:50:00,220.71,,United Kingdom,2011-03-25,2011-03,2011-03-21/2011-03-27,220.71
547863,POST,POSTAGE,2,2011-03-27 13:07:00,18.0,12728.0,France,2011-03-27,2011-03,2011-03-21/2011-03-27,36.0
547873,M,MANUAL,1,2011-03-27 15:33:00,14.95,13240.0,United Kingdom,2011-03-27,2011-03,2011-03-21/2011-03-27,14.95
547892,POST,POSTAGE,6,2011-03-28 10:15:00,18.0,12669.0,France,2011-03-28,2011-03,2011-03-28/2011-04-03,108.0
547897,POST,POSTAGE,2,2011-03-28 11:36:00,28.0,12792.0,Portugal,2011-03-28,2011-03,2011-03-28/2011-04-03,56.0
547901,AMAZONFEE,AMAZON FEE,1,2011-03-28 11:57:00,219.76,,United Kingdom,2011-03-28,2011-03,2011-03-28/2011-04-03,219.76
547906,M,MANUAL,2,2011-03-28 12:13:00,0.5,14410.0,United Kingdom,2011-03-28,2011-03,2011-03-28/2011-04-03,1.0
547914,POST,POSTAGE,1,2011-03-28 12:35:00,18.0,12594.0,Italy,2011-03-28,2011-03,2011-03-28/2011-04-03,18.0
547925,POST,POSTAGE,4,2011-03-28 13:57:00,18.0,12481.0,Germany,2011-03-28,2011-03,2011-03-28/2011-04-03,72.0
547931,POST,POSTAGE,1,2011-03-28 14:01:00,28.0,12594.0,Italy,2011-03-28,2011-03,2011-03-28/2011-04-03,28.0
547934,POST,POSTAGE,1,2011-03-28 14:07:00,18.0,12474.0,Germany,2011-03-28,2011-03,2011-03-28/2011-04-03,18.0
547941,POST,POSTAGE,1,2011-03-28 14:46:00,150.0,16692.0,United Kingdom,2011-03-28,2011-03,2011-03-28/2011-04-03,150.0
547964,DOT,DOTCOM POSTAGE,1,2011-03-28 15:45:00,184.6,,United Kingdom,2011-03-28,2011-03,2011-03-28/2011-04-03,184.6
547967,DOT,DOTCOM POSTAGE,1,2011-03-28 15:49:00,229.79,,United Kingdom,2011-03-28,2011-03,2011-03-28/2011-04-03,229.79
548163,DOT,DOTCOM POSTAGE,1,2011-03-29 13:43:00,231.79,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,231.79
548164,DOT,DOTCOM POSTAGE,1,2011-03-29 13:44:00,173.42,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,173.42
548165,DOT,DOTCOM POSTAGE,1,2011-03-29 13:44:00,142.83,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,142.83
548166,DOT,DOTCOM POSTAGE,1,2011-03-29 13:45:00,180.17,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,180.17
548167,DOT,DOTCOM POSTAGE,1,2011-03-29 13:45:00,181.88,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,181.88
548168,DOT,DOTCOM POSTAGE,1,2011-03-29 13:46:00,144.75,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,144.75
548191,DOT,DOTCOM POSTAGE,1,2011-03-29 15:20:00,23.53,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,23.53
548194,DOT,DOTCOM POSTAGE,1,2011-03-29 15:30:00,226.92,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,226.92
548203,M,MANUAL,1,2011-03-29 16:41:00,238.12,,United Kingdom,2011-03-29,2011-03,2011-03-28/2011-04-03,238.12
548212,POST,POSTAGE,4,2011-03-30 09:12:00,40.0,12456.0,Switzerland,2011-03-30,2011-03,2011-03-28/2011-04-03,160.0
548219,POST,POSTAGE,1,2011-03-30 09:46:00,3.95,,United Kingdom,2011-03-30,2011-03,2011-03-28/2011-04-03,3.95
548320,POST,POSTAGE,2,2011-03-30 12:54:00,18.0,12709.0,Germany,2011-03-30,2011-03,2011-03-28/2011-04-03,36.0
548327,M,MANUAL,1,2011-03-30 13:05:00,1.65,16788.0,United Kingdom,2011-03-30,2011-03,2011-03-28/2011-04-03,1.65
548363,POST,POSTAGE,10,2011-03-30 15:48:00,40.0,12428.0,Finland,2011-03-30,2011-03,2011-03-28/2011-04-03,400.0
548373,DOT,DOTCOM POSTAGE,1,2011-03-30 16:34:00,299.76,,United Kingdom,2011-03-30,2011-03,2011-03-28/2011-04-03,299.76
548412,POST,POSTAGE,1,2011-03-31 10:38:00,18.0,12601.0,Germany,2011-03-31,2011-03,2011-03-28/2011-04-03,18.0
548461,M,MANUAL,2,2011-03-31 12:08:00,0.5,14527.0,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,1.0
548470,POST,POSTAGE,2,2011-03-31 12:36:00,28.0,12782.0,Portugal,2011-03-31,2011-03,2011-03-28/2011-04-03,56.0
548504,DOT,DOTCOM POSTAGE,1,2011-03-31 14:33:00,274.75,,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,274.75
548505,DOT,DOTCOM POSTAGE,1,2011-03-31 14:34:00,236.88,,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,236.88
548514,DOT,DOTCOM POSTAGE,1,2011-03-31 16:03:00,282.88,,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,282.88
548515,M,MANUAL,3,2011-03-31 16:19:00,0.65,,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,1.9500000000000002
548516,DOT,DOTCOM POSTAGE,1,2011-03-31 16:28:00,197.3,,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,197.3
548522,DOT,DOTCOM POSTAGE,1,2011-03-31 16:43:00,290.59,,United Kingdom,2011-03-31,2011-03,2011-03-28/2011-04-03,290.59
548568,M,MANUAL,1,2011-04-01 10:43:00,12.75,14543.0,United Kingdom,2011-04-01,2011-04,2011-03-28/2011-04-03,12.75
548568,M,MANUAL,2,2011-04-01 10:43:00,10.95,14543.0,United Kingdom,2011-04-01,2011-04,2011-03-28/2011-04-03,21.9
548621,M,MANUAL,3,2011-04-01 11:54:00,0.65,16960.0,United Kingdom,2011-04-01,2011-04,2011-03-28/2011-04-03,1.9500000000000002
548631,M,MANUAL,1,2011-04-01 12:24:00,1.0,13184.0,United Kingdom,2011-04-01,2011-04,2011-03-28/2011-04-03,1.0
548654,POST,POSTAGE,7,2011-04-01 13:47:00,18.0,12569.0,Germany,2011-04-01,2011-04,2011-03-28/2011-04-03,126.0
548661,POST,POSTAGE,1,2011-04-01 14:28:00,350.0,12415.0,Australia,2011-04-01,2011-04,2011-03-28/2011-04-03,350.0
548663,DOT,DOTCOM POSTAGE,1,2011-04-01 14:44:00,244.46,,United Kingdom,2011-04-01,2011-04,2011-03-28/2011-04-03,244.46
548725,POST,POSTAGE,1,2011-04-04 09:08:00,134.0,12678.0,France,2011-04-04,2011-04,2011-04-04/2011-04-10,134.0
548737,POST,POSTAGE,4,2011-04-04 11:18:00,18.0,12682.0,France,2011-04-04,2011-04,2011-04-04/2011-04-10,72.0
548745,POST,POSTAGE,3,2011-04-04 12:10:00,18.0,12471.0,Germany,2011-04-04,2011-04,2011-04-04/2011-04-10,54.0
548813,M,MANUAL,1,2011-04-04 13:03:00,162.6,12744.0,Singapore,2011-04-04,2011-04,2011-04-04/2011-04-10,162.6
548813,M,MANUAL,1,2011-04-04 13:03:00,2382.92,12744.0,Singapore,2011-04-04,2011-04,2011-04-04/2011-04-10,2382.92
548813,M,MANUAL,1,2011-04-04 13:03:00,239.3,12744.0,Singapore,2011-04-04,2011-04,2011-04-04/2011-04-10,239.3
548813,M,MANUAL,1,2011-04-04 13:03:00,1252.95,12744.0,Singapore,2011-04-04,2011-04,2011-04-04/2011-04-10,1252.95
548820,M,MANUAL,1,2011-04-04 13:04:00,2053.07,12744.0,Singapore,2011-04-04,2011-04,2011-04-04/2011-04-10,2053.07
548860,M,MANUAL,1,2011-04-04 13:38:00,2.0,13263.0,United Kingdom,2011-04-04,2011-04,2011-04-04/2011-04-10,2.0
548893,DOT,DOTCOM POSTAGE,1,2011-04-04 15:54:00,336.52,,United Kingdom,2011-04-04,2011-04,2011-04-04/2011-04-10,336.52
548894,DOT,DOTCOM POSTAGE,1,2011-04-04 16:01:00,278.92,,United Kingdom,2011-04-04,2011-04,2011-04-04/2011-04-10,278.92
548913,M,MANUAL,1,2011-04-05 09:45:00,1136.3,12669.0,France,2011-04-05,2011-04,2011-04-04/2011-04-10,1136.3
548955,POST,POSTAGE,1,2011-04-05 10:47:00,40.0,12348.0,Finland,2011-04-05,2011-04,2011-04-04/2011-04-10,40.0
549023,DOT,DOTCOM POSTAGE,1,2011-04-05 16:27:00,185.28,,United Kingdom,2011-04-05,2011-04,2011-04-04/2011-04-10,185.28
549155,DOT,DOTCOM POSTAGE,1,2011-04-06 17:08:00,187.21,,United Kingdom,2011-04-06,2011-04,2011-04-04/2011-04-10,187.21
549193,POST,POSTAGE,2,2011-04-07 10:24:00,18.0,12580.0,Germany,2011-04-07,2011-04,2011-04-04/2011-04-10,36.0
549245,M,MANUAL,2,2011-04-07 11:59:00,0.85,15005.0,United Kingdom,2011-04-07,2011-04,2011-04-04/2011-04-10,1.7
549249,POST,POSTAGE,2,2011-04-07 12:04:00,15.0,12423.0,Belgium,2011-04-07,2011-04,2011-04-04/2011-04-10,30.0
549274,POST,POSTAGE,3,2011-04-07 13:07:00,18.0,12721.0,France,2011-04-07,2011-04,2011-04-04/2011-04-10,54.0
549295,DOT,DOTCOM POSTAGE,1,2011-04-07 19:49:00,252.57,,United Kingdom,2011-04-07,2011-04,2011-04-04/2011-04-10,252.57
549325,POST,POSTAGE,2,2011-04-08 10:32:00,50.0,12717.0,Greece,2011-04-08,2011-04,2011-04-04/2011-04-10,100.0
549434,POST,POSTAGE,4,2011-04-08 12:30:00,18.0,12647.0,Germany,2011-04-08,2011-04,2011-04-04/2011-04-10,72.0
549468,M,MANUAL,1,2011-04-08 14:27:00,1867.86,17940.0,United Kingdom,2011-04-08,2011-04,2011-04-04/2011-04-10,1867.86
549524,DOT,DOTCOM POSTAGE,1,2011-04-08 15:42:00,183.2,,United Kingdom,2011-04-08,2011-04,2011-04-04/2011-04-10,183.2
549525,DOT,DOTCOM POSTAGE,1,2011-04-08 15:44:00,134.66,,United Kingdom,2011-04-08,2011-04,2011-04-04/2011-04-10,134.66
549559,POST,POSTAGE,3,2011-04-10 13:25:00,15.0,12447.0,Belgium,2011-04-10,2011-04,2011-04-04/2011-04-10,45.0
549588,POST,POSTAGE,3,2011-04-11 10:04:00,40.0,12428.0,Finland,2011-04-11,2011-04,2011-04-11/2011-04-17,120.0
549680,POST,POSTAGE,2,2011-04-11 13:02:00,18.0,12701.0,Germany,2011-04-11,2011-04,2011-04-11/2011-04-17,36.0
549682,POST,POSTAGE,2,2011-04-11 13:22:00,28.0,12596.0,Spain,2011-04-11,2011-04,2011-04-11/2011-04-17,56.0
549689,POST,POSTAGE,1,2011-04-11 13:40:00,4.95,15971.0,United Kingdom,2011-04-11,2011-04,2011-04-11/2011-04-17,4.95
549717,BANK CHARGES,BANK CHARGES,1,2011-04-11 14:56:00,15.0,14606.0,United Kingdom,2011-04-11,2011-04,2011-04-11/2011-04-17,15.0
549730,M,MANUAL,1,2011-04-11 16:35:00,1.5,15867.0,United Kingdom,2011-04-11,2011-04,2011-04-11/2011-04-17,1.5
549739,M,MANUAL,1,2011-04-12 09:35:00,308.82,15935.0,United Kingdom,2011-04-12,2011-04,2011-04-11/2011-04-17,308.82
549825,POST,POSTAGE,2,2011-04-12 12:47:00,18.0,12463.0,Belgium,2011-04-12,2011-04,2011-04-11/2011-04-17,36.0
549981,M,MANUAL,6,2011-04-13 15:49:00,0.39,16348.0,United Kingdom,2011-04-13,2011-04,2011-04-11/2011-04-17,2.34
549989,M,MANUAL,1,2011-04-13 16:58:00,2.55,13221.0,United Kingdom,2011-04-13,2011-04,2011-04-11/2011-04-17,2.55
550002,POST,POSTAGE,1,2011-04-14 09:30:00,18.0,12709.0,Germany,2011-04-14,2011-04,2011-04-11/2011-04-17,18.0
550004,POST,POSTAGE,4,2011-04-14 09:56:00,18.0,12569.0,Germany,2011-04-14,2011-04,2011-04-11/2011-04-17,72.0
550145,POST,POSTAGE,3,2011-04-14 14:15:00,18.0,12637.0,France,2011-04-14,2011-04,2011-04-11/2011-04-17,54.0
550162,POST,POSTAGE,2,2011-04-14 16:23:00,18.0,12569.0,Germany,2011-04-14,2011-04,2011-04-11/2011-04-17,36.0
550178,POST,POSTAGE,2,2011-04-14 17:25:00,18.0,12662.0,Germany,2011-04-14,2011-04,2011-04-11/2011-04-17,36.0
550187,POST,POSTAGE,2,2011-04-14 18:40:00,18.0,13811.0,Germany,2011-04-14,2011-04,2011-04-11/2011-04-17,36.0
550188,POST,POSTAGE,3,2011-04-14 18:57:00,40.0,12457.0,Switzerland,2011-04-14,2011-04,2011-04-11/2011-04-17,120.0
550192,POST,POSTAGE,3,2011-04-15 08:45:00,40.0,12582.0,Finland,2011-04-15,2011-04,2011-04-11/2011-04-17,120.0
550203,DOT,DOTCOM POSTAGE,1,2011-04-15 10:37:00,77.96,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,77.96
550204,DOT,DOTCOM POSTAGE,1,2011-04-15 10:37:00,74.75,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,74.75
550205,DOT,DOTCOM POSTAGE,1,2011-04-15 10:37:00,137.08,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,137.08
550206,DOT,DOTCOM POSTAGE,1,2011-04-15 10:38:00,155.33,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,155.33
550207,DOT,DOTCOM POSTAGE,1,2011-04-15 10:38:00,145.46,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,145.46
550208,DOT,DOTCOM POSTAGE,1,2011-04-15 10:39:00,210.42,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,210.42
550209,DOT,DOTCOM POSTAGE,1,2011-04-15 10:39:00,164.33,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,164.33
550210,DOT,DOTCOM POSTAGE,1,2011-04-15 10:40:00,202.42,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,202.42
550211,DOT,DOTCOM POSTAGE,1,2011-04-15 10:41:00,110.92,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,110.92
550212,DOT,DOTCOM POSTAGE,1,2011-04-15 10:41:00,106.04,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,106.04
550213,DOT,DOTCOM POSTAGE,1,2011-04-15 10:42:00,105.21,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,105.21
550214,DOT,DOTCOM POSTAGE,1,2011-04-15 10:43:00,175.13,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,175.13
550215,DOT,DOTCOM POSTAGE,1,2011-04-15 10:43:00,213.08,,United Kingdom,2011-04-15,2011-04,2011-04-11/2011-04-17,213.08
550277,POST,POSTAGE,3,2011-04-15 12:48:00,40.0,12639.0,Sweden,2011-04-15,2011-04,2011-04-11/2011-04-17,120.0
550281,POST,POSTAGE,1,2011-04-15 13:48:00,40.0,12457.0,Switzerland,2011-04-15,2011-04,2011-04-11/2011-04-17,40.0
550284,POST,POSTAGE,1,2011-04-15 14:10:00,15.0,12383.0,Belgium,2011-04-15,2011-04,2011-04-11/2011-04-17,15.0
550313,POST,POSTAGE,2,2011-04-17 11:21:00,18.0,12681.0,France,2011-04-17,2011-04,2011-04-11/2011-04-17,36.0
550354,M,MANUAL,1,2011-04-18 10:28:00,222.75,13811.0,Germany,2011-04-18,2011-04,2011-04-18/2011-04-24,222.75
550440,POST,POSTAGE,2,2011-04-18 12:25:00,15.0,12407.0,Belgium,2011-04-18,2011-04,2011-04-18/2011-04-24,30.0
550458,DOT,DOTCOM POSTAGE,1,2011-04-18 13:13:00,156.45,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,156.45
550469,M,MANUAL,18,2011-04-18 13:46:00,0.1,16399.0,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,1.8
550470,DOT,DOTCOM POSTAGE,1,2011-04-18 13:49:00,2.29,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,2.29
550471,DOT,DOTCOM POSTAGE,1,2011-04-18 13:52:00,28.66,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,28.66
550474,DOT,DOTCOM POSTAGE,1,2011-04-18 13:58:00,46.86,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,46.86
550488,M,MANUAL,4,2011-04-18 14:27:00,0.83,16729.0,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,3.32
550496,DOT,DOTCOM POSTAGE,1,2011-04-18 15:05:00,84.21,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,84.21
550499,DOT,DOTCOM POSTAGE,1,2011-04-18 15:16:00,148.67,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,148.67
550500,DOT,DOTCOM POSTAGE,1,2011-04-18 15:26:00,222.02,,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,222.02
550513,M,MANUAL,1,2011-04-18 16:37:00,7.95,16928.0,United Kingdom,2011-04-18,2011-04,2011-04-18/2011-04-24,7.95
550527,POST,POSTAGE,11,2011-04-19 10:48:00,18.0,12476.0,Germany,2011-04-19,2011-04,2011-04-18/2011-04-24,198.0
550541,DOT,DOTCOM POSTAGE,1,2011-04-19 11:33:00,187.1,,United Kingdom,2011-04-19,2011-04,2011-04-18/2011-04-24,187.1
550542,DOT,DOTCOM POSTAGE,1,2011-04-19 11:37:00,176.52,,United Kingdom,2011-04-19,2011-04,2011-04-18/2011-04-24,176.52
550620,POST,POSTAGE,6,2011-04-19 13:39:00,18.0,12585.0,Germany,2011-04-19,2011-04,2011-04-18/2011-04-24,108.0
550625,POST,POSTAGE,2,2011-04-19 14:02:00,18.0,12619.0,Germany,2011-04-19,2011-04,2011-04-18/2011-04-24,36.0
550633,M,MANUAL,1,2011-04-19 14:57:00,3.0,17449.0,United Kingdom,2011-04-19,2011-04,2011-04-18/2011-04-24,3.0
550636,DOT,DOTCOM POSTAGE,1,2011-04-19 15:37:00,149.67,,United Kingdom,2011-04-19,2011-04,2011-04-18/2011-04-24,149.67
550638,DOT,DOTCOM POSTAGE,1,2011-04-19 15:44:00,192.67,,United Kingdom,2011-04-19,2011-04,2011-04-18/2011-04-24,192.67
550661,POST,POSTAGE,4,2011-04-20 09:20:00,18.0,12656.0,France,2011-04-20,2011-04,2011-04-18/2011-04-24,72.0
550665,POST,POSTAGE,2,2011-04-20 09:31:00,18.0,12530.0,Germany,2011-04-20,2011-04,2011-04-18/2011-04-24,36.0
550827,POST,POSTAGE,3,2011-04-21 10:16:00,18.0,12670.0,France,2011-04-21,2011-04,2011-04-18/2011-04-24,54.0
550899,POST,POSTAGE,4,2011-04-21 12:07:00,40.0,13505.0,Switzerland,2011-04-21,2011-04,2011-04-18/2011-04-24,160.0
550924,POST,POSTAGE,1,2011-04-21 14:33:00,40.0,12664.0,Finland,2011-04-21,2011-04,2011-04-18/2011-04-24,40.0
550946,POST,POSTAGE,1,2011-04-21 15:52:00,18.0,12708.0,Germany,2011-04-21,2011-04,2011-04-18/2011-04-24,18.0
550953,DOT,DOTCOM POSTAGE,1,2011-04-21 16:17:00,283.0,,United Kingdom,2011-04-21,2011-04,2011-04-18/2011-04-24,283.0
550957,M,MANUAL,1,2011-04-21 16:37:00,1.95,18283.0,United Kingdom,2011-04-21,2011-04,2011-04-18/2011-04-24,1.95
550960,POST,POSTAGE,1,2011-04-21 16:39:00,18.0,12622.0,Germany,2011-04-21,2011-04,2011-04-18/2011-04-24,18.0
550986,DOT,DOTCOM POSTAGE,1,2011-04-21 18:06:00,221.16,,United Kingdom,2011-04-21,2011-04,2011-04-18/2011-04-24,221.16
550987,DOT,DOTCOM POSTAGE,1,2011-04-21 18:10:00,163.83,,United Kingdom,2011-04-21,2011-04,2011-04-18/2011-04-24,163.83
550998,POST,POSTAGE,1,2011-04-26 09:12:00,40.0,12414.0,Austria,2011-04-26,2011-04,2011-04-25/2011-05-01,40.0
551004,DOT,DOTCOM POSTAGE,1,2011-04-26 09:48:00,176.71,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,176.71
551005,DOT,DOTCOM POSTAGE,1,2011-04-26 09:48:00,172.63,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,172.63
551006,DOT,DOTCOM POSTAGE,1,2011-04-26 09:48:00,138.08,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,138.08
551007,DOT,DOTCOM POSTAGE,1,2011-04-26 09:49:00,125.88,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,125.88
551008,DOT,DOTCOM POSTAGE,1,2011-04-26 09:50:00,122.5,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,122.5
551009,DOT,DOTCOM POSTAGE,1,2011-04-26 09:50:00,264.0,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,264.0
551010,DOT,DOTCOM POSTAGE,1,2011-04-26 09:52:00,119.13,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,119.13
551013,POST,POSTAGE,2,2011-04-26 10:54:00,18.0,15108.0,European Community,2011-04-26,2011-04,2011-04-25/2011-05-01,36.0
551016,M,MANUAL,2,2011-04-26 11:09:00,1.65,17975.0,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,3.3
551054,POST,POSTAGE,2,2011-04-26 11:44:00,28.0,12429.0,Austria,2011-04-26,2011-04,2011-04-25/2011-05-01,56.0
551173,DOT,DOTCOM POSTAGE,1,2011-04-26 16:54:00,133.64,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,133.64
551174,DOT,DOTCOM POSTAGE,1,2011-04-26 17:02:00,111.73,,United Kingdom,2011-04-26,2011-04,2011-04-25/2011-05-01,111.73
551258,POST,POSTAGE,8,2011-04-27 12:02:00,18.0,12621.0,Germany,2011-04-27,2011-04,2011-04-25/2011-05-01,144.0
551268,M,MANUAL,48,2011-04-27 12:08:00,0.19,16965.0,United Kingdom,2011-04-27,2011-04,2011-04-25/2011-05-01,9.120000000000001
551270,M,MANUAL,1,2011-04-27 12:35:00,2.55,15891.0,United Kingdom,2011-04-27,2011-04,2011-04-25/2011-05-01,2.55
551277,M,MANUAL,1,2011-04-27 13:06:00,1.25,13637.0,United Kingdom,2011-04-27,2011-04,2011-04-25/2011-05-01,1.25
551278,POST,POSTAGE,1,2011-04-27 13:13:00,40.0,12483.0,Sweden,2011-04-27,2011-04,2011-04-25/2011-05-01,40.0
551339,DOT,DOTCOM POSTAGE,1,2011-04-27 17:18:00,102.5,,United Kingdom,2011-04-27,2011-04,2011-04-25/2011-05-01,102.5
551340,DOT,DOTCOM POSTAGE,1,2011-04-27 17:23:00,181.34,,United Kingdom,2011-04-27,2011-04,2011-04-25/2011-05-01,181.34
551345,POST,POSTAGE,6,2011-04-28 09:03:00,15.0,14646.0,Netherlands,2011-04-28,2011-04,2011-04-25/2011-05-01,90.0
551346,POST,POSTAGE,3,2011-04-28 09:12:00,15.0,12362.0,Belgium,2011-04-28,2011-04,2011-04-25/2011-05-01,45.0
551389,POST,POSTAGE,1,2011-04-28 11:45:00,18.0,12437.0,France,2011-04-28,2011-04,2011-04-25/2011-05-01,18.0
551398,POST,POSTAGE,3,2011-04-28 13:09:00,28.0,12417.0,Spain,2011-04-28,2011-04,2011-04-25/2011-05-01,84.0
551419,M,MANUAL,1,2011-04-28 13:51:00,400.0,12748.0,United Kingdom,2011-04-28,2011-04,2011-04-25/2011-05-01,400.0
551467,POST,POSTAGE,1,2011-04-28 16:20:00,18.0,12600.0,Germany,2011-04-28,2011-04,2011-04-25/2011-05-01,18.0
551468,DOT,DOTCOM POSTAGE,1,2011-04-28 16:21:00,143.18,,United Kingdom,2011-04-28,2011-04,2011-04-25/2011-05-01,143.18
551529,POST,POSTAGE,8,2011-05-01 13:18:00,18.0,12524.0,Germany,2011-05-01,2011-05,2011-04-25/2011-05-01,144.0
551544,POST,POSTAGE,4,2011-05-03 09:33:00,18.0,12683.0,France,2011-05-03,2011-05,2011-05-02/2011-05-08,72.0
551552,POST,POSTAGE,2,2011-05-03 10:09:00,18.0,12598.0,France,2011-05-03,2011-05,2011-05-02/2011-05-08,36.0
551649,POST,POSTAGE,2,2011-05-03 12:02:00,20.0,12643.0,France,2011-05-03,2011-05,2011-05-02/2011-05-08,40.0
551652,POST,POSTAGE,2,2011-05-03 12:03:00,1.0,12643.0,France,2011-05-03,2011-05,2011-05-02/2011-05-08,2.0
551697,POST,POSTAGE,1,2011-05-03 13:46:00,8142.75,16029.0,United Kingdom,2011-05-03,2011-05,2011-05-02/2011-05-08,8142.75
551714,M,MANUAL,1,2011-05-03 15:15:00,25.95,16806.0,United Kingdom,2011-05-03,2011-05,2011-05-02/2011-05-08,25.95
551718,DOT,DOTCOM POSTAGE,1,2011-05-03 16:06:00,160.37,,United Kingdom,2011-05-03,2011-05,2011-05-02/2011-05-08,160.37
551719,DOT,DOTCOM POSTAGE,1,2011-05-03 16:09:00,178.12,,United Kingdom,2011-05-03,2011-05,2011-05-02/2011-05-08,178.12
