stock_code,description_count,total_units,total_revenue
90026A,1,2,17.0
90026B,1,3,25.32
90026C,1,4,33.82
90039D,1,21,78.69
90040B,1,18,66.7
84199,1,138,28.98
90064A,1,10,38.7
90065A,1,7,47.25
90065B,1,2,13.5
90067A,1,14,41.150000000000006
90067B,1,2,5.8
90068,1,1,7.5
90069,1,2,15.0
90070,1,20,122.64000000000001
90071,1,44,54.62
90072,1,21,83.42
90073,1,27,134.70000000000002
90074,1,4,37.239999999999995
90075,1,4,37.66
90076,1,9,24.119999999999997
90077,1,3,8.82
90078,1,2,15.0
90079,1,10,49.760000000000005
90081A,1,15,74.25
90081B,1,1,4.95
90081C,1,20,99.60000000000001
90082A,1,30,193.2
90082B,1,25,158.75
90082D,1,9,58.03
90083,1,25,23.47
90084,1,1,0.85
90085,1,34,36.76
90086,1,102,77.78999999999999
90087,1,107,61.459999999999994
90064B,1,12,45.0
90063B,1,9,76.32
90040C,1,15,54.42
90063A,1,12,102.0
90041,1,5,18.27
90042A,1,3,7.6499999999999995
90042C,1,5,12.7
90043,1,4,24.810000000000002
90046,1,3,14.850000000000001
90048,1,3,14.850000000000001
90049,1,5,34.77
90050,1,8,55.72
90051,1,10,70.16
90052,1,2,14.14
90053,1,4,9.99
90054,1,9,22.58
90055,1,5,12.53
90056,1,4,43.510000000000005
90057,1,1008,1311.3600000000001
90058A,1,324,123.12
90058B,1,612,232.56
90059A,1,45,74.53
90059B,1,16,26.52
90059C,1,15,24.79
90059D,1,25,41.449999999999996
90059E,1,25,41.37
90059F,1,21,34.69
90060B,1,1,5.95
90060D,1,3,17.85
90060F,1,6,35.160000000000004
90062,1,44,558.03
90013C,1,39,158.08
90013B,1,36,149.41000000000003
90013A,1,52,195.32
85167B,1,50,109.94
85169A,1,812,813.02
85169B,1,329,356.06
85169C,1,429,452.86
85169D,1,351,356.08
85170A,1,1,2.1
85170B,1,215,316.75
85170C,1,335,608.53
85170D,1,451,796.99
85172,1,1314,569.68
85173,1,479,795.02
85174,1,613,2927.08
85175,1,5321,2278.9
85176,1,918,880.4699999999999
85177,1,812,644.2099999999999
85178,1,2518,2822.58
85179A,1,193,380.79
85179C,1,106,201.31
85179a,1,1,2.46
85180A,1,503,1042.66
85180B,1,271,587.2
85183A,1,667,852.04
85183B,1,996,1323.37
85184c,1,2,11.58
85185D,1,15,44.25000000000001
85186A,1,567,273.64
85186C,1,528,269.17
85187,1,337,556.53
85168B,1,51,432.78999999999996
85163B,1,84,783.68
90012B,1,13,45.35000000000001
85163A,1,66,559.0
85131A,1,996,901.48
85131B,1,623,521.11
85131C,1,193,178.85
85131D,1,850,725.26
85132A,1,545,1561.77
85132B,1,529,1156.1699999999998
85132C,1,1520,3562.3199999999997
85132a,1,8,92.19999999999999
85132b,1,9,74.60999999999999
85132c,1,3,24.869999999999997
85135A,1,19,151.05
85135B,1,65,524.5500000000001
85135C,1,106,856.38
85136A,1,71,572.41
85136B,1,2,15.9
85136C,1,52,421.18
85141,1,120,619.94
85145,1,37,163.75
85146,1,45,171.11
85150,1,4037,9383.43
85152,1,8246,15928.730000000001
85159A,1,453,783.3499999999999
85159B,1,622,1134.5
85160A,1,6,7.5
85160B,1,106,62.239999999999995
85160a,1,1,16.13
85161,1,35,568.65
85188A,1,319,278.16999999999996
85188B,1,78,68.69999999999999
85189,1,9,7.6499999999999995
85194L,1,947,822.89
85231b,1,3,4.92
85231g,1,6,9.78
85232A,1,78,389.55
85232B,1,274,1356.3
85232D,1,193,992.5200000000001
90000A,1,13,77.91
90000B,1,11,67.83
90000D,1,21,129.85
90001A,1,5,20.950000000000003
90001B,1,5,21.15
90001C,1,5,21.130000000000003
90001D,1,7,29.73
90002D,1,13,48.71
90003B,1,15,56.31
90003C,1,32,119.84
90003D,1,30,112.26
90003E,1,23,86.11
90005A,1,14,28.02
90010A,1,18,167.3
90010B,1,11,100.08999999999999
90010E,1,25,227.89
90011A,1,6,17.509999999999998
90011B,1,12,35.27
90011C,1,2,5.8
90011D,1,3,8.76
90011E,1,3,8.76
90012A,1,11,53.760000000000005
85231G,1,594,501.27
85231B,1,868,777.5799999999999
85230G,1,1032,257.03999999999996
85206B,1,14,23.099999999999998
85194S,1,1197,489.17
85195,1,11,23.1
85197,1,34,71.4
85198,1,90,74.58
85199L,1,977,663.4300000000001
85199S,1,2660,1302.31
85200,1,183,228.75
85202,1,672,313.13
85203,1,895,408.99
85204,1,2050,325.35999999999996
85205B,1,122,323.15
85206A,1,974,1568.9299999999998
85208,1,223,416.91
85230F,1,338,90.33999999999999
85211,1,149,175.16
85212,1,2451,740.15
85213,1,829,330.54999999999995
85214,1,164,271.03999999999996
85215,1,223,180.71
85216,1,55,35.75
85224,1,3,6.300000000000001
85225,1,6,6.25
85227,1,1477,1359.3999999999999
85230A,1,840,203.27999999999997
85230B,1,1288,333.2
85230E,1,1101,267.45
90089,1,20,13.94
90092,1,1,1.66
90093,1,52,28.569999999999997
90187B,1,12,40.03
90189A,1,2,15.0
90190A,1,16,46.76
90190B,1,13,38.18
90190C,1,20,58.43
90191,1,26,163.82
90192,1,42,209.10000000000002
90194,1,16,67.87
90195A,1,19,122.84
90195B,1,4,29.98
90196A,1,8,102.0
90196B,1,5,63.480000000000004
90197B,1,35,174.73000000000002
90198A,1,75,315.73
90198B,1,36,152.4
90199A,1,11,69.63
90199B,1,9,56.59
90199C,1,19,120.28999999999999
90199D,1,6,37.620000000000005
90200A,1,78,328.44
90200B,1,93,392.83
90200C,1,50,211.43
90200D,1,175,725.32
90200E,1,103,423.41
90201A,1,69,202.51000000000002
90201B,1,86,252.9
90201C,1,63,185.42000000000002
90201D,1,77,225.84
90188,1,9,22.58
90187A,1,1,3.32
90177C,1,26,76.23
90186B,1,22,64.58
90177E,1,14,41.080000000000005
90178A,1,8,95.25
90178B,1,1,11.95
90179A,1,6,35.31
90179B,1,3,17.59
90179C,1,6,35.44
90180A,1,17,127.24
90180B,1,5,49.81
90181A,1,7,64.04
90181B,1,15,137.63
90181C,1,1,9.15
90182A,1,8,23.2
90182B,1,5,14.5
90182C,1,14,40.96
90183A,1,40,117.24000000000001
90183B,1,21,61.08
90183C,1,9,26.15
90183c,1,1,2.9
90184A,1,13,117.73
90184B,1,33,297.94
90184C,1,21,190.51999999999998
90184c,1,1,9.15
90185A,1,31,131.03
90185B,1,23,97.02
90185C,1,26,110.09
90185D,1,35,148.63
90186A,1,11,32.16
90202A,1,22,64.28
90202B,1,17,49.65
90202C,1,20,58.71
90202D,1,22,64.46000000000001
90214N,1,41,29.23
90214O,1,16,6.819999999999999
90214P,1,39,20.229999999999997
90214R,1,41,28.009999999999998
90214S,1,94,71.0
90214T,1,24,13.459999999999999
90214U,1,12,3.4799999999999995
90214V,1,26,15.979999999999999
90214W,1,16,6.819999999999999
90214Y,1,66,22.839999999999996
90214Z,1,22,11.84
B,1,1,11062.06
C2,1,142,7051.0
DCGS0003,1,4,9.94
DCGS0004,1,1,16.63
DCGS0069,1,1,15.79
DCGS0070,1,1,12.72
DCGS0076,1,3,48.39
DCGSSBOY,1,47,150.54999999999998
DCGSSGIRL,1,47,144.43
PADS,1,3,0.003
S,1,2,63.05
gift_0001_10,1,9,74.97
gift_0001_20,1,10,167.05
gift_0001_30,1,7,175.53
gift_0001_40,1,3,100.69999999999999
gift_0001_50,1,4,167.56
90214M,1,60,49.82
90214L,1,94,65.03999999999999
90214K,1,78,60.699999999999996
90210D,1,107,132.05
90204,1,29,96.86
90205A,1,31,51.51
90205C,1,29,48.209999999999994
90206A,1,12,59.800000000000004
90206C,1,45,224.73000000000002
90208,1,53,132.7
90209A,1,84,163.8
90209B,1,184,355.64
90209C,1,263,480.5
90210A,1,34,57.55
90210B,1,41,61.56
90210C,1,99,130.51000000000002
90211A,1,12,70.97
90214J,1,71,57.21
90211B,1,9,53.260000000000005
90212B,1,10,37.62
90212C,1,7,26.25
90214A,1,130,111.66
90214B,1,37,24.77
90214C,1,91,72.77
90214D,1,68,49.9
90214E,1,72,53.199999999999996
90214F,1,27,15.429999999999998
90214G,1,60,40.199999999999996
90214H,1,48,36.76
90214I,1,38,29.619999999999997
90177D,1,25,73.53
90177B,1,14,41.010000000000005
90094,1,14,35.699999999999996
90125A,1,115,106.24
90125C,1,77,69.85
90125D,1,95,110.03
90125E,1,11,21.05
90126A,1,1,3.36
90126C,1,2,6.58
90127A,1,2,4.92
90128A,1,3,7.43
90128B,1,2,3.76
90128C,1,2,4.97
90128D,1,2,4.97
90129A,1,45,82.97999999999999
90129B,1,57,121.38000000000001
90129C,1,35,79.76
90129D,1,14,33.440000000000005
90129E,1,42,77.03999999999999
90129F,1,40,88.03
90130A,1,6,17.5
90130B,1,39,113.97
90130C,1,14,40.95
90130D,1,3,8.7
90131,1,5,34.870000000000005
90132,1,3,15.16
90133,1,19,94.43
90134,1,54,157.5
90135,1,8,39.660000000000004
90135A,1,1,4.98
90136,1,3,29.849999999999998
90125B,1,30,48.06
90124C,1,11,109.53999999999999
90177A,1,14,40.900000000000006
90124B,1,12,119.89
90096,1,45,112.21
90098,1,29,73.95
90099,1,27,76.38
90100,1,1,2.55
90101,1,39,98.07
90102,1,10,8.5
90103,1,29,72.66
90104,1,28,23.16
90108,1,70,81.96000000000001
90112,1,2,2.1
90114,1,167,417.96
90115,1,54,134.53
90116,1,64,145.52
90118,1,30,74.64
90119,1,83,205.06
90120A,1,7,29.73
90120B,1,39,164.12
90120C,1,51,215.20000000000002
90120D,1,10,41.790000000000006
90122A,1,21,104.53
90122B,1,6,29.93
90122C,1,24,119.23
90123A,1,15,89.12
90123B,1,9,53.42
90123C,1,14,83.29
90123D,1,6,35.31
90124A,1,8,79.66
90137,1,3,16.310000000000002
90138,1,10,52.42
90140,1,2,15.120000000000001
90141A,1,12,63.11
90161D,1,64,318.89000000000004
90162A,1,6,17.700000000000003
90162B,1,27,79.65
90162C,1,14,41.300000000000004
90162D,1,10,29.500000000000004
90163A,1,12,90.32
90163B,1,7,52.72
90164A,1,27,130.67
90164B,1,38,140.98
90165A,1,16,39.98
90165B,1,19,47.43
90166,1,21,88.04
90167,1,10,8.5
90168,1,18,52.56
90169,1,19,47.839999999999996
90170,1,85,140.32999999999998
90173,1,32,120.34
90174,1,38,95.41999999999999
90175A,1,27,245.63
90175B,1,10,91.68
90175C,1,9,80.55
90175D,1,23,210.04
90176A,1,3,22.48
90176B,1,4,30.12
90176C,1,3,23.32
90176D,1,7,52.5
90176E,1,4,29.98
90161C,1,83,412.74
90161B,1,76,377.88
90161A,1,24,119.91000000000001
90149,1,53,342.76000000000005
90141B,1,9,44.86
90141C,1,10,52.31
90141D,1,4,20.36
90141E,1,5,24.75
90142A,1,1,5.09
90142D,1,10,49.64
90143,1,32,244.68
90144,1,18,67.36
90145,1,28,168.0
90146,1,17,95.35000000000001
90147,1,32,324.01
90148,1,8,101.73
90151,1,8,68.0
90160D,1,38,264.7
90152A,1,5,28.76
90152B,1,2,11.46
90152C,1,1,5.95
90154,1,57,421.75
90155,1,9,67.62
90156,1,4,19.8
90157,1,10,49.59
90158,1,45,224.12
90159,1,6,29.790000000000003
90160A,1,38,264.94
90160B,1,30,209.73000000000002
90160C,1,54,377.04
85130D,1,565,569.29
85130C,1,482,437.22
85130B,1,834,760.4300000000001
84661C,1,71,104.84
84661b,1,1,4.96
84663A,1,272,374.12
84665,1,105,624.75
84666,1,24,94.80000000000001
84673A,1,92,63.720000000000006
84673B,1,179,156.63
84674,1,193,466.95000000000005
84675,1,9,26.55
84678,1,142,247.04
84679,1,6,55.7
84683,1,194,162.20000000000002
84685,1,34,177.33
84686,1,49,66.39
84687,1,81,504.43
84688,1,41,203.07
84689,1,3,9.95
84691,1,242,174.5
84692,1,7903,4327.38
84705C,1,12,15.0
84706D,1,8,29.599999999999998
84706F,1,16,47.2
84707A,1,95,695.23
84707B,1,34,210.54999999999998
84708B,1,62,326.35
84709B,1,20,119.0
84711A,1,25,221.79999999999998
84711B,1,20,186.64
84661a,1,1,4.96
84661B,1,115,300.24
84596f,1,16,39.36
84661A,1,104,167.79
84596l,1,1,2.46
84597B,1,41,51.25
84597C,1,46,57.5
84598,1,1975,546.04
84600,1,53,446.89
84609,1,93,770.59
84613A,1,6,27.900000000000002
84613C,1,1,4.65
84614A,1,2,11.9
84616,1,14,504.32
84617,1,3,38.25
84620,1,2,11.9
84625A,1,478,605.48
84625C,1,449,536.41
84629,1,20,150.0
84631,1,40,340.58
84632,1,6,359.70000000000005
84637,1,116,619.59
84638,1,50,331.5
84658,1,57,412.23
84659A,1,280,676.27
84660A,1,843,783.45
84660B,1,707,733.28
84660C,1,661,693.32
84660a,1,4,29.84
84660b,1,2,15.08
84660c,1,18,134.92
84712B,1,30,231.56
84715,1,16,47.2
84723,1,41,97.95
84725,1,41,39.65
84800L,1,360,639.36
84800M,1,127,174.31
84800S,1,107,120.07000000000001
84801A,1,46,96.60000000000001
84801B,1,22,46.2
84802A,1,2,3.38
84802B,1,4,6.76
84803A,1,3,5.07
84803B,1,17,28.73
84804A,1,70,180.58
84804B,1,99,188.37000000000003
84805A,1,32,60.0
84805B,1,38,52.5
84806A,1,137,96.88999999999999
84806B,1,308,411.55999999999995
84809A,1,55,115.50000000000001
84809B,1,18,37.800000000000004
84813,1,166,1393.79
84816,1,13,519.35
84817,1,951,710.64
84818,1,1423,1460.81
84819,1,811,951.79
84820,1,259,483.05
84821,1,935,407.15
84823,1,112,890.4000000000001
84824,1,2,31.9
84826,1,1162,389.38
84799,1,224,160.48
84798B,1,11,28.049999999999997
84798A,1,23,58.64999999999999
84751B,1,17,37.11
84731,1,2,2.04
84732B,1,22,8.58
84732D,1,11,4.29
84741C,1,60,117.0
84743C,1,1,1.25
84744,1,110,140.02
84745A,1,32,13.44
84745B,1,32,13.44
84746,1,14,38.31
84748,1,204,570.86
84750A,1,24,46.8
84750B,1,61,54.99
84754,1,558,725.52
84796a,1,17,141.10999999999999
84755,1,16401,10487.050000000001
84760S,1,43,62.349999999999994
84763,1,601,748.34
84766,1,146,340.7
84773,1,3,8.850000000000001
84789,1,186,640.72
84792,1,833,3974.32
84795B,1,176,1390.64
84795C,1,2,15.9
84795b,1,16,266.78
84796A,1,61,568.13
84796B,1,256,2393.5899999999997
84596g,1,3,7.38
84596e,1,10,25.099999999999998
84832,1,2933,2712.7
84360,1,78,434.12
84378,1,6332,8518.4
84380,1,5799,8153.56
84387A,1,11,21.45
84388,1,24,13.14
84402B,1,61,48.19
84406B,1,2015,7653.17
84415A,1,12,15.0
84415B,1,8,20.0
84422,1,566,244.17
84429A,1,54,182.50000000000003
84452,1,74,62.9
84457,1,126,112.55999999999999
84459A,1,716,1058.18
84459B,1,721,1079.67
84461,1,41,104.55
84462,1,12,15.0
84465,1,10,29.5
84466,1,46,57.5
84497,1,13,48.75
84499,1,7,5.949999999999999
84507B,1,39,118.72999999999999
84507C,1,66,175.73
84508A,1,1631,3448.05
84508B,1,56,142.79999999999998
84508C,1,56,154.95
84509A,1,896,3417.28
84509B,1,217,806.04
84375,1,4311,9383.150000000001
84358,1,33,312.7
84596b,1,7,17.57
84356,1,424,2124.15
84201B,1,13,2.47
84201C,1,5,0.95
84206A,1,24,4.5600000000000005
84206B,1,5,0.95
84206C,1,8,1.52
84212,1,10315,4934.87
84218,1,123,223.10999999999999
84226,1,51,36.21
84227,1,1,0.42
84231,1,108,72.63
84247G,1,357,158.63
84247K,1,22,64.9
84247L,1,128,62.06
23152,1,554,2080.65
84249A,1,174,80.46
84251B,1,245,70.78
84251C,1,127,53.88
84251G,1,270,74.7
84270,1,17,3.5700000000000003
84279B,1,192,774.7
84279P,1,377,1565.71
84306,1,10,88.22
84313B,1,127,518.61
84313C,1,504,1165.9099999999999
84341B,1,645,282.38
84347,1,9461,26425.579999999998
84352,1,34,577.35
84509C,1,130,498.94
84509E,1,91,183.45
84509G,1,517,950.49
84509a,1,104,775.84
84558a,1,5,29.310000000000002
84559A,1,397,375.60999999999996
84559B,1,237,217.29
84559a,1,29,48.379999999999995
84559b,1,23,38.33
84562A,1,3,23.85
84563A,1,96,369.84000000000003
84563B,1,94,346.3
84568,1,12442,2678.33
84569A,1,294,355.84
84569B,1,85,118.4
84569C,1,1,1.25
84569D,1,467,560.62
84575A,1,14,39.3
84576,1,66,148.32
84580,1,389,1482.43
84581,1,187,709.71
84584,1,144,314.51
84592,1,76,241.24000000000004
84593,1,5,14.750000000000002
84595E,1,78,154.67999999999998
84596B,1,5023,2547.42
84596E,1,564,411.68
84596F,1,3732,1943.62
84596G,1,1855,949.0799999999999
84596J,1,568,296.45
84596L,1,1254,629.38
84558A,1,333,987.4100000000001
84551,1,13,21.449999999999996
84550,1,1,1.65
84522,1,20,36.76
84509b,1,5,37.3
84509c,1,43,322.22
84509g,1,2,14.92
84510A,1,1196,1630.32
84510C,1,132,211.32999999999998
84510E,1,34,48.29
84510a,1,53,130.48
84510c,1,40,98.7
84510e,1,1,2.46
84519A,1,512,905.55
84519B,1,471,773.3
84520B,1,554,508.36999999999995
84527,1,52,95.1
84549,1,38,69.38
84531A,1,147,76.69
84531B,1,155,85.61
84534B,1,53,50.72
84534b,1,2,3.32
84535A,1,399,186.56
84535B,1,1332,850.2
84536A,1,3138,1409.8999999999999
84536B,1,2102,888.14
84536a,1,14,11.060000000000002
84536b,1,5,4.050000000000001
84539,1,26,42.9
84548,1,22,36.3
84827,1,509,153.09
84836,1,5937,7418.07
85130A,1,77,127.04999999999998
85034b,1,1,8.29
85035B,1,619,1054.1
85035C,1,1137,1760.66
85035a,1,2,16.94
85035b,1,1,8.47
85035c,1,1,8.47
85036A,1,211,714.35
85036B,1,361,581.4300000000001
85036C,1,742,1066.8600000000001
85036a,1,2,16.58
85036b,1,1,8.47
85038,1,1061,2171.26
85039A,1,704,1010.6199999999999
85039B,1,806,1174.6299999999999
85039C,1,305,265.77
85039a,1,40,131.81
85040A,1,888,1607.32
85040B,1,137,229.46999999999997
85040a,1,32,105.28
85045,1,42,191.1
85047,1,3,19.049999999999997
85048,1,1359,10910.61
85049A,1,3001,3842.36
85049B,1,54,67.5
85049C,1,1215,1515.69
85049D,1,547,694.99
85049E,1,2860,3783.61
85049F,1,378,477.34
85035A,1,276,782.3
85034a,1,3,24.869999999999997
85015,1,2180,1718.5400000000002
85034C,1,1129,1800.0
85017A,1,16,13.58
85017B,1,1077,600.29
85017C,1,49,26.17
85018D,1,12,30.599999999999998
85019A,1,414,564.35
85019B,1,512,682.97
85019C,1,182,270.72
85020,1,85,188.81
85023B,1,105,235.35000000000002
85024B,1,193,289.65
85024C,1,12,19.799999999999997
85025B,1,329,555.1199999999999
85025C,1,321,520.91
85026B,1,79,70.27
85027L,1,70,160.5
85028L,1,10,19.5
85028S,1,24,51.599999999999994
85030,1,15,29.25
85031A,1,16,45.9
85031B,1,1,4.95
85031C,1,3,14.850000000000001
85032A,1,789,776.49
85032B,1,786,739.99
85032C,1,683,718.5400000000001
85032D,1,687,561.34
85034A,1,498,911.4
85034B,1,945,1628.78
85049G,1,1608,1999.19
85049H,1,848,869.1
85049a,1,244,812.84
85049b,1,2,4.92
85099F,1,17237,32495.59
85099f,1,46,232.05999999999997
85103,1,143,924.29
85104,1,201,525.75
85106,1,649,1142.31
85107,1,249,541.39
85109,1,12,10.2
85111,1,1409,437.59
85114A,1,649,1105.21
85114B,1,477,902.49
85114C,1,516,920.2199999999999
85114a,1,49,161.70000000000002
85114b,1,36,118.86000000000001
85114c,1,162,534.66
85115B,1,3,24.869999999999997
85116,1,941,1106.88
85118,1,146,144.52
85119,1,1,3.36
85123a,1,292,1952.4799999999998
85124B,1,93,264.06
85124C,1,94,261.89
85125,1,161,760.39
85126,1,2,27.14
85127,1,187,1106.54
85129B,1,119,168.59
85129C,1,80,107.31
85129D,1,207,342.74
85099C,1,13900,28047.74
85099B,1,48371,94159.81
85096,1,25,109.23
85067,1,7,126.64999999999999
85049c,1,1,2.46
85049d,1,2,4.92
85049e,1,109,360.71
85049g,1,113,276.42
85053,1,1693,3649.4900000000002
85054,1,587,1430.63
85055,1,45,183.71
85059,1,411,1273.11
85061W,1,2146,1882.1499999999999
85062,1,1462,2429.4999999999995
85064,1,215,976.25
85066,1,1784,22594.2
85071A,1,1041,583.23
85095,1,150,243.49
85071B,1,1290,684.62
85071C,1,683,428.0
85071D,1,403,249.48999999999998
85078,1,1932,696.8
85084,1,20,17.0
85086A,1,146,122.08
85087,1,339,1129.99
85088,1,259,534.83
85089,1,13,38.35
85092,1,27,40.05
85093,1,708,475.18
85094,1,640,242.13
85016,1,563,560.11
85014b,1,25,313.06
84840,1,6,76.44
84877D,1,96,150.93
84880,1,312,2012.74
84881,1,12,82.57
84882,1,38,157.34
84884A,1,301,1201.91
84884a,1,38,317.71999999999997
84898F,1,46,98.63000000000001
84905,1,35,173.48
84907,1,29,180.93
84910A,1,26,192.14
84912A,1,156,560.62
84912B,1,323,1132.85
84913A,1,273,952.83
84913B,1,196,754.07
84915,1,217,372.33
84916,1,223,453.39
84917,1,184,466.3
84919,1,58,381.78000000000003
84920,1,115,446.23
84921,1,11,41.25
84922,1,9,42.29
84923,1,162,671.62
84924A,1,81,348.59000000000003
84924F,1,10,7.9
84925D,1,15,38.25
84925F,1,79,109.92999999999999
84926A,1,604,210.51999999999998
84926D,1,709,276.53
84879,1,36362,58927.62
84877B,1,144,210.56
85014a,1,18,225.32000000000002
84877A,1,40,58.16
84842,1,14,52.5
84843,1,172,969.8000000000001
84846A,1,56,126.04000000000002
84847,1,20,75.0
84849A,1,180,344.34000000000003
84849B,1,266,478.83
84849D,1,494,859.0
84854,1,5,24.75
84856L,1,2,17.82
84856S,1,4,18.6
84857B,1,24,46.8
84857C,1,98,232.32999999999998
84858C,1,186,261.68
84859A,1,129,272.99
84859B,1,31,64.81
84859C,1,84,180.51999999999998
84865,1,27,146.21
84870B,1,44,146.07999999999998
84870C,1,46,146.05
84872A,1,40,450.08
84872a,1,26,282.15
84873A,1,2,33.9
84874B,1,41,67.50999999999999
84875B,1,131,203.51
84875D,1,51,63.75
84876B,1,218,315.81
84876D,1,128,217.5
84926E,1,968,327.79999999999995
84926F,1,430,195.22
84927A,1,50,70.45
84927D,1,47,51.86
84970l,1,201,418.98
84970s,1,238,496.49
84971S,1,1761,1540.4499999999998
84971l,1,2,4.92
84974,1,39,388.04999999999995
84975,1,5,8.45
84976,1,512,446.15000000000003
84977,1,1,1.25
84978,1,12493,16453.78
84984A,1,19,88.35000000000001
84984B,1,17,79.05000000000001
84984D,1,13,60.45
84985A,1,41,59.449999999999996
84987,1,3051,4471.17
84988,1,4311,6671.25
84989A,1,27,14.850000000000001
84989a,1,42,87.51
84990,1,2,1.1
84991,1,18189,9169.970000000001
84992,1,13319,6532.780000000001
84993A,1,343,159.69
84993B,1,58,24.36
84993a,1,32,26.56
85006,1,55,57.25
85008,1,13,66.12
85014A,1,1163,6678.72
85014B,1,1910,10952.2
84970S,1,8879,7650.3099999999995
84970L,1,6064,6411.5199999999995
84969,1,558,2389.52
84952A,1,92,264.46999999999997
84927E,1,59,80.16000000000001
84927F,1,299,182.95000000000002
84929,1,2412,637.5600000000001
84931A,1,133,317.44
84931B,1,177,424.08
84944,1,710,1120.26
84945,1,10545,8744.43
84947,1,8652,10229.77
84949,1,4789,7622.639999999999
84950,1,3619,2297.03
84951A,1,475,553.01
84951B,1,451,554.78
84952B,1,186,332.14
84968f,1,1,25.49
84952C,1,144,255.0
84963A,1,4,171.8
84963B,1,3,149.85000000000002
84968A,1,267,3139.2999999999997
84968B,1,2,25.5
84968C,1,317,3585.99
84968D,1,157,1661.47
84968E,1,132,1522.53
84968F,1,177,1905.6799999999998
84968a,1,5,125.32999999999998
84968d,1,3,74.88
84968e,1,8,200.21
23153,1,263,1020.69
10002,1,860,759.89
23151,1,61,114.33000000000001
21555,1,137,350.46999999999997
21527,1,477,3724.9900000000002
21528,1,215,1557.57
21530,1,777,769.57
21531,1,1516,3682.17
21533,1,1351,6651.72
21534,1,370,1879.18
21535,1,2487,5986.01
21537,1,332,1387.96
21538,1,5,18.75
21539,1,969,4743.900000000001
21544,1,1972,1687.6799999999998
21547,1,79,253.53000000000003
21556,1,977,2515.52
21523,1,3245,21593.74
21557,1,551,1843.6100000000001
21558,1,2131,5550.219999999999
21559,1,3933,9735.38
21561,1,1281,3127.38
21562,1,324,380.36
21563,1,1395,2803.13
21564,1,1042,1831.6200000000001
21576,1,252,585.34
21577,1,720,1664.8999999999999
21578,1,746,1657.76
21579,1,176,409.72
21580,1,181,444.07
21524,1,1752,13572.06
21520,1,504,214.19
21584,1,1059,1743.35
21488,1,69,566.1700000000001
21468,1,148,572.23
21469,1,290,1085.32
21470,1,381,1470.32
21471,1,639,2220.59
21472,1,123,476.41
21473,1,27,618.66
21476,1,41,699.63
21479,1,3915,20582.2
21481,1,3307,11443.87
21484,1,1871,8495.42
21485,1,3524,17663.98
21486,1,36,147.88
21491,1,1,1.95
21519,1,3299,1389.22
21494,1,1928,3571.33
21495,1,5800,2356.0
21497,1,8550,3409.0
21498,1,10526,4311.92
21499,1,6927,2809.34
21500,1,6350,2593.0
21503,1,726,288.92
21504,1,1891,778.89
21506,1,4922,2085.89
21508,1,2478,1041.94
21509,1,3741,1572.28
21518,1,318,132.44
21581,1,252,590.67
21586,1,743,1721.85
21675,1,628,568.26
21655,1,36,60.84
21637,1,109,136.25
21638,1,247,547.76
21640,1,650,633.8299999999999
21641,1,1153,451.59
21642,1,2471,830.7299999999999
21643,1,550,743.31
21644,1,215,268.75
21647,1,107,224.70000000000002
21648,1,729,982.79
21650,1,2550,692.85
21651,1,127,198.57
21654,1,974,504.68
21656,1,219,444.58
21635,1,271,374.96000000000004
21657,1,30,223.46
21658,1,878,3709.78
21661,1,3,17.85
21662,1,86,557.3000000000001
21664,1,98,350.22
21666,1,412,283.51
21667,1,2,29.9
21668,1,5494,7481.16
21669,1,5252,7091.15
21670,1,4328,6083.99
21671,1,4402,6054.79
21672,1,4992,6776.0
21636,1,913,705.16
21634,1,976,481.95
21587,1,195,475.65
21619,1,974,1476.4
21588,1,1494,3442.5
21591,1,1374,1996.1399999999999
21592,1,2149,2149.07
21594,1,2,8.34
21595,1,2,16.94
21609,1,763,2086.69
21613,1,227,661.9300000000001
21614,1,51,153.29000000000002
21615,1,891,1347.92
21616,1,822,1288.34
21617,1,525,1009.26
21618,1,404,768.37
21620,1,881,1429.49
21633,1,125,895.46
21621,1,2787,24525.83
21622,1,380,1982.64
21623,1,3269,22980.239999999998
21624,1,216,1331.5600000000002
21625,1,407,2939.51
21626,1,794,1584.8
21627,1,63,1299.83
21628,1,63,1161.65
21629,1,71,672.05
21630,1,69,718.14
21631,1,169,896.01
21632,1,88,489.74
21467,1,264,1004.39
21466,1,304,1116.89
21465,1,237,897.8
21365,1,363,447.09000000000003
21351,1,104,672.88
21352,1,378,1511.2600000000002
21354,1,799,1007.71
21355,1,789,992.58
21356,1,642,703.3
21357,1,19,23.75
21358,1,411,493.29
21359,1,129,844.28
21360,1,39,236.17
21361,1,106,1505.96
21363,1,243,1403.94
21364,1,30,222.96
21366,1,89,470.16999999999996
21348,1,140,361.55999999999995
21367,1,171,199.48999999999998
21368,1,163,143.28
21369,1,101,161.49
21370,1,16,100.66000000000001
21371,1,287,319.71
21372,1,75,107.75
21373,1,512,389.04
21374,1,304,463.79
21375,1,41,312.77
21376,1,33,192.81
21377,1,121,215.67999999999998
21378,1,142,217.89
21349,1,18,155.6
21344,1,15,160.09
21464,1,249,1055.25
21316,1,159,214.73000000000002
21288,1,355,1061.41
21289,1,567,708.75
21291,1,943,819.64
21292,1,867,594.51
21293,1,116,276.72
21294,1,1618,825.49
21306,1,494,192.73999999999998
21307,1,79,39.199999999999996
21310,1,1,29.95
