stock_code,description,invoice_month,monthly_units,monthly_revenue,order_count,avg_unit_price
21027,NINJA RABBIT PINK,2011-02,19,23.75,2,1.25
21027,NINJA RABBIT PINK,2011-03,4,5.0,1,1.25
21027,NINJA RABBIT PINK,2011-04,20,21.200000000000003,1,1.06
21027,NINJA RABBIT PINK,2011-05,10,12.5,1,1.25
21027,NINJA RABBIT PINK,2011-06,12,15.0,1,1.25
21027,NINJA RABBIT PINK,2011-07,5,6.25,2,1.25
21027,NINJA RABBIT PINK,2011-08,3,3.75,1,1.25
21027,NINJA RABBIT PINK,2011-09,9,11.25,1,1.25
21027,NINJA RABBIT PINK,2011-10,5,6.25,3,1.25
21027,NINJA RABBIT PINK,2011-11,8,10.0,2,1.25
21028,NINJA RABBIT BLACK,2010-12,5,7.569999999999999,3,1.9566666666666663
21028,NINJA RABBIT BLACK,2011-01,42,36.44,20,0.861
21028,NINJA RABBIT BLACK,2011-02,14,17.5,2,1.25
21028,NINJA RABBIT BLACK,2011-04,20,21.200000000000003,1,1.06
21028,NINJA RABBIT BLACK,2011-05,33,42.46,4,1.5525
21028,NINJA RABBIT BLACK,2011-06,30,33.7,2,1.155
21028,NINJA RABBIT BLACK,2011-07,4,6.21,2,1.855
21028,NINJA RABBIT BLACK,2011-08,1,1.25,1,1.25
21028,NINJA RABBIT BLACK,2011-09,7,12.379999999999999,4,2.1574999999999998
21028,NINJA RABBIT BLACK,2011-10,10,19.759999999999998,6,2.0566666666666666
21028,NINJA RABBIT BLACK,2011-11,18,33.39,11,2.13
21028,NINJA RABBIT BLACK,2011-12,3,7.38,2,2.46
21030,SPACE CADET RED,2010-12,17,20.05,6,1.1833333333333333
21030,SPACE CADET RED,2011-01,16,13.52,10,0.842
21030,SPACE CADET RED,2011-04,10,12.5,1,1.25
21030,SPACE CADET RED,2011-05,32,40.0,3,1.25
21030,SPACE CADET RED,2011-06,20,25.0,2,1.25
21030,SPACE CADET RED,2011-07,4,5.0,2,1.25
21030,SPACE CADET RED,2011-08,10,12.5,1,1.25
21030,SPACE CADET RED,2011-09,1,2.46,1,2.46
21030,SPACE CADET RED,2011-10,4,5.0,3,1.25
21030,SPACE CADET RED,2011-11,17,23.67,4,1.5525
21031,SPACE CADET BLACK,2010-12,15,19.21,5,1.422
21031,SPACE CADET BLACK,2011-01,9,7.609999999999999,6,0.8433333333333333
21031,SPACE CADET BLACK,2011-02,3,3.75,1,1.25
21031,SPACE CADET BLACK,2011-03,1,1.25,1,1.25
21031,SPACE CADET BLACK,2011-05,10,12.5,1,1.25
21031,SPACE CADET BLACK,2011-09,1,2.46,1,2.46
21031,SPACE CADET BLACK,2011-10,3,4.96,3,1.6533333333333333
21031,SPACE CADET BLACK,2011-11,10,12.5,1,1.25
21032,SPACE CADET WHITE,2010-12,22,25.9,4,1.15
21032,SPACE CADET WHITE,2011-01,25,20.91,10,0.8379999999999999
21032,SPACE CADET WHITE,2011-03,1,2.46,1,2.46
21032,SPACE CADET WHITE,2011-05,22,27.5,2,1.25
21032,SPACE CADET WHITE,2011-06,1,2.46,1,2.46
21032,SPACE CADET WHITE,2011-07,4,5.0,2,1.25
21032,SPACE CADET WHITE,2011-09,1,2.46,1,2.46
21032,SPACE CADET WHITE,2011-10,3,6.17,3,2.0566666666666666
21032,SPACE CADET WHITE,2011-11,18,24.92,6,1.6533333333333333
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2010-12,82,260.5,20,4.134
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-01,350,899.9699999999999,37,2.9067567567567565
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-02,38,144.92000000000002,14,4.9471428571428575
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-03,229,596.37,41,3.6104878048780487
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-04,69,190.67000000000002,27,3.218888888888889
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-05,324,730.72,50,3.4624
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-06,239,528.65,29,2.886896551724138
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-07,382,923.72,56,2.6591071428571427
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-08,218,574.13,25,2.3444
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2011-09,1,2.08,1,2.08
21034,REX CASH+CARRY JUMBO SHOPPER,2010-12,197,187.15,92,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-01,136,129.2,60,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-02,62,58.9,36,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-03,131,124.44999999999999,58,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-04,97,92.14999999999999,47,0.9499999999999998
21034,REX CASH+CARRY JUMBO SHOPPER,2011-05,117,111.14999999999999,38,0.9500000000000001
21034,REX CASH+CARRY JUMBO SHOPPER,2011-06,125,118.75,54,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-07,117,111.14999999999999,70,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-08,84,79.8,36,0.9499999999999998
21034,REX CASH+CARRY JUMBO SHOPPER,2011-09,165,156.75,69,0.9499999999999998
21034,REX CASH+CARRY JUMBO SHOPPER,2011-10,218,207.1,104,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-11,349,331.54999999999995,169,0.95
21034,REX CASH+CARRY JUMBO SHOPPER,2011-12,80,76.0,38,0.95
21035,SET/2 RED RETROSPOT TEA TOWELS,2010-12,129,490.07000000000005,44,4.699090909090909
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-01,113,438.91,46,4.6891304347826095
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-02,289,877.59,28,4.560344827586207
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-03,235,838.65,45,5.014444444444445
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-04,299,927.27,31,4.428064516129033
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-05,299,941.89,32,4.242727272727272
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-06,58,216.26,20,4.188000000000001
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-07,356,1045.28,25,4.606
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-08,107,473.79,25,4.7964
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-09,116,430.28,30,4.413333333333333
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-10,151,460.65,19,3.882
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-11,325,1032.81,39,4.388974358974359
21035,SET/2 RED RETROSPOT TEA TOWELS,2011-12,122,363.4,10,4.89
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2010-12,10,29.500000000000004,3,2.9500000000000006
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2011-02,2,5.9,1,2.95
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2011-03,54,42.660000000000004,13,0.7899999999999999
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2011-04,10,7.9,5,0.79
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,2011-05,1,0.79,1,0.79
21039,RED RETROSPOT SHOPPING BAG,2010-12,18,52.62,6,3.67
21039,RED RETROSPOT SHOPPING BAG,2011-01,36,91.8,8,2.55
21039,RED RETROSPOT SHOPPING BAG,2011-02,24,61.199999999999996,8,2.55
21039,RED RETROSPOT SHOPPING BAG,2011-03,148,345.36,13,3.512307692307692
21039,RED RETROSPOT SHOPPING BAG,2011-04,33,90.63,7,3.4757142857142855
21039,RED RETROSPOT SHOPPING BAG,2011-05,85,216.74999999999997,7,2.55
21039,RED RETROSPOT SHOPPING BAG,2011-06,18,45.9,3,2.55
21039,RED RETROSPOT SHOPPING BAG,2011-07,2,5.1,1,2.55
21039,RED RETROSPOT SHOPPING BAG,2011-08,43,112.88999999999999,6,3.09
21039,RED RETROSPOT SHOPPING BAG,2011-09,22,62.58,6,3.09
21039,RED RETROSPOT SHOPPING BAG,2011-10,54,144.18,11,2.8445454545454543
21039,RED RETROSPOT SHOPPING BAG,2011-11,39,122.13,13,3.546923076923077
21039,RED RETROSPOT SHOPPING BAG,2011-12,1,2.55,1,2.55
21040,MODERN VINTAGE COTTON SHOPPING BAG,2010-12,4,10.2,3,2.55
21040,MODERN VINTAGE COTTON SHOPPING BAG,2011-01,3,7.6499999999999995,1,2.55
21040,MODERN VINTAGE COTTON SHOPPING BAG,2011-03,15,11.850000000000001,4,0.79
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2010-12,105,451.83000000000004,44,4.900909090909091
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-01,87,339.49,36,4.698888888888889
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-02,76,273.20000000000005,19,4.296
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-03,131,554.37,28,4.478571428571429
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-04,79,311.81,25,4.220400000000001
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-05,165,612.19,24,4.2250000000000005
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-06,68,327.71999999999997,19,4.338
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-07,57,307.99,16,4.33
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-08,70,390.5,11,4.957272727272727
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-09,48,237.28,16,4.33
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-10,14,41.300000000000004,9,2.95
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2011-11,14,41.300000000000004,8,2.95
21042,RED RETROSPOT APRON,2010-12,48,366.84000000000003,24,8.488750000000001
21042,RED RETROSPOT APRON,2011-01,48,318.93,20,7.2780000000000005
21042,RED RETROSPOT APRON,2011-02,58,358.12,15,6.332941176470588
21042,RED RETROSPOT APRON,2011-03,36,233.73000000000002,11,7.725454545454546
21042,RED RETROSPOT APRON,2011-04,30,191.52,11,7.133636363636364
21042,RED RETROSPOT APRON,2011-05,16,101.71000000000001,7,6.76375
21042,RED RETROSPOT APRON,2011-06,29,172.55,10,5.95
21042,RED RETROSPOT APRON,2011-07,12,77.91,6,7.035
21042,RED RETROSPOT APRON,2011-08,14,96.32000000000001,8,6.76375
21042,RED RETROSPOT APRON,2011-09,12,77.91,4,7.577500000000001
21042,RED RETROSPOT APRON,2011-10,6,35.7,2,5.95
21042,RED RETROSPOT APRON,2011-11,21,137.97,10,7.252000000000001
21042,RED RETROSPOT APRON,2011-12,4,30.310000000000002,3,8.12
21043,APRON MODERN VINTAGE COTTON,2010-12,13,70.39,3,5.37
21043,APRON MODERN VINTAGE COTTON,2011-01,37,164.69,22,4.324545454545454
21043,APRON MODERN VINTAGE COTTON,2011-02,2,11.9,1,5.95
21043,APRON MODERN VINTAGE COTTON,2011-03,109,227.81,22,2.346363636363636
21043,APRON MODERN VINTAGE COTTON,2011-04,171,344.34999999999997,18,2.4344444444444444
21043,APRON MODERN VINTAGE COTTON,2011-05,157,312.69,22,2.247272727272727
21043,APRON MODERN VINTAGE COTTON,2011-06,3,8.03,2,3.04
21051,RIBBONS PURSE,2010-12,21,47.0,7,2.3385714285714285
21051,RIBBONS PURSE,2011-01,77,126.71,23,1.6443478260869566
21051,RIBBONS PURSE,2011-02,7,14.700000000000001,2,2.1
21051,RIBBONS PURSE,2011-03,30,63.00000000000001,2,2.1
21051,RIBBONS PURSE,2011-05,10,23.03,3,2.776666666666667
21051,RIBBONS PURSE,2011-06,8,16.8,3,2.1
21051,RIBBONS PURSE,2011-07,5,12.530000000000001,3,2.776666666666667
21051,RIBBONS PURSE,2011-11,21,44.1,5,2.1
21051,RIBBONS PURSE,2011-12,13,29.330000000000002,3,2.776666666666667
21054,NURSE'S BAG SOFT TOY,2010-12,20,187.03,9,9.842222222222222
21054,NURSE'S BAG SOFT TOY,2011-01,13,116.35,5,8.95
21054,NURSE'S BAG SOFT TOY,2011-02,4,35.8,4,8.95
21054,NURSE'S BAG SOFT TOY,2011-03,6,53.699999999999996,4,8.95
21054,NURSE'S BAG SOFT TOY,2011-04,1,8.95,1,8.95
21054,NURSE'S BAG SOFT TOY,2011-05,22,196.89999999999998,4,8.95
21054,NURSE'S BAG SOFT TOY,2011-08,1,8.95,1,8.95
21054,NURSE'S BAG SOFT TOY,2011-11,3,26.849999999999998,1,8.95
21055,TOOL BOX SOFT TOY,2010-12,34,352.47999999999996,16,11.459375
21055,TOOL BOX SOFT TOY,2011-01,26,214.82,10,8.354
21055,TOOL BOX SOFT TOY,2011-02,11,98.44999999999999,5,8.95
21055,TOOL BOX SOFT TOY,2011-03,11,116.80999999999999,6,11.676666666666668
21055,TOOL BOX SOFT TOY,2011-04,3,26.849999999999998,2,8.95
21055,TOOL BOX SOFT TOY,2011-05,8,79.27999999999999,3,11.51
21055,TOOL BOX SOFT TOY,2011-06,7,70.33,5,10.485999999999999
21055,TOOL BOX SOFT TOY,2011-07,7,78.00999999999999,6,11.51
21055,TOOL BOX SOFT TOY,2011-08,8,79.28,7,10.047142857142857
21055,TOOL BOX SOFT TOY,2011-09,1,16.63,1,16.63
21055,TOOL BOX SOFT TOY,2011-10,18,207.17999999999998,15,12.021999999999998
21055,TOOL BOX SOFT TOY,2011-11,42,406.61999999999995,27,9.518888888888888
21055,TOOL BOX SOFT TOY,2011-12,2,17.9,2,8.95
21056,DOCTOR'S BAG SOFT TOY,2010-12,24,214.79999999999998,11,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-01,11,98.44999999999999,4,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-02,9,80.55,4,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-03,22,201.89999999999998,9,9.06111111111111
21056,DOCTOR'S BAG SOFT TOY,2011-04,10,89.5,6,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-05,53,434.34999999999997,7,8.807142857142855
21056,DOCTOR'S BAG SOFT TOY,2011-06,8,71.6,5,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-07,8,71.6,4,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-08,1,8.95,1,8.95
21056,DOCTOR'S BAG SOFT TOY,2011-09,1,16.63,1,16.63
21056,DOCTOR'S BAG SOFT TOY,2011-10,1,16.63,1,16.63
21056,DOCTOR'S BAG SOFT TOY,2011-11,28,335.08,14,11.692857142857141
21056,DOCTOR'S BAG SOFT TOY,2011-12,8,125.36,5,15.094
21058,PARTY INVITES WOODLAND,2010-12,27,25.38,6,1.1199999999999999
21058,PARTY INVITES WOODLAND,2011-01,156,136.53,15,0.949375
21058,PARTY INVITES WOODLAND,2011-02,367,276.07,9,0.9077777777777778
21058,PARTY INVITES WOODLAND,2011-03,46,41.44,7,1.045
21058,PARTY INVITES WOODLAND,2011-04,29,26.99,5,1.162
21058,PARTY INVITES WOODLAND,2011-05,31,27.909999999999997,5,1.0059999999999998
21058,PARTY INVITES WOODLAND,2011-06,43,40.15,11,1.13
21058,PARTY INVITES WOODLAND,2011-07,103,86.53,18,0.8366666666666666
21058,PARTY INVITES WOODLAND,2011-08,112,95.19999999999999,8,0.85
21058,PARTY INVITES WOODLAND,2011-09,138,118.85999999999999,14,0.9057142857142857
21058,PARTY INVITES WOODLAND,2011-10,62,54.26,11,0.9918181818181818
21058,PARTY INVITES WOODLAND,2011-11,35,30.529999999999998,9,0.9366666666666666
21058,PARTY INVITES WOODLAND,2011-12,5,5.81,4,1.24
21059,PARTY INVITES DINOSAURS,2010-12,25,21.25,3,0.85
21059,PARTY INVITES DINOSAURS,2011-01,55,47.529999999999994,10,0.9279999999999999
21059,PARTY INVITES DINOSAURS,2011-02,86,73.1,9,0.85
21059,PARTY INVITES DINOSAURS,2011-03,51,45.69,8,1.045
21059,PARTY INVITES DINOSAURS,2011-04,21,17.849999999999998,3,0.85
21059,PARTY INVITES DINOSAURS,2011-05,21,19.41,5,1.162
21059,PARTY INVITES DINOSAURS,2011-06,74,62.779999999999994,13,0.8484615384615384
21059,PARTY INVITES DINOSAURS,2011-07,71,59.989999999999995,12,0.84
21059,PARTY INVITES DINOSAURS,2011-08,45,39.029999999999994,5,1.006
21059,PARTY INVITES DINOSAURS,2011-09,60,51.779999999999994,9,0.9366666666666666
21059,PARTY INVITES DINOSAURS,2011-10,52,44.199999999999996,7,0.85
21059,PARTY INVITES DINOSAURS,2011-11,43,38.11,7,0.9614285714285714
21059,PARTY INVITES DINOSAURS,2011-12,7,7.51,3,1.11
21060,PARTY INVITES BALLOON GIRL,2010-12,12,10.2,1,0.85
21060,PARTY INVITES BALLOON GIRL,2011-01,32,29.54,9,1.0233333333333332
21060,PARTY INVITES BALLOON GIRL,2011-02,36,32.94,6,0.98
21060,PARTY INVITES BALLOON GIRL,2011-03,44,37.4,6,0.85
21060,PARTY INVITES BALLOON GIRL,2011-04,12,12.54,4,1.24
21060,PARTY INVITES BALLOON GIRL,2011-05,19,16.15,3,0.85
21060,PARTY INVITES BALLOON GIRL,2011-06,42,37.18,9,0.9322222222222223
21060,PARTY INVITES BALLOON GIRL,2011-07,53,46.91,10,0.916
21060,PARTY INVITES BALLOON GIRL,2011-08,40,34.0,4,0.85
21060,PARTY INVITES BALLOON GIRL,2011-09,29,24.65,6,0.85
21060,PARTY INVITES BALLOON GIRL,2011-10,33,28.83,5,1.0059999999999998
21060,PARTY INVITES BALLOON GIRL,2011-11,34,28.9,5,0.85
21060,PARTY INVITES BALLOON GIRL,2011-12,19,20.049999999999997,3,1.11
21061,PARTY INVITES FOOTBALL,2010-12,41,34.849999999999994,4,0.85
21061,PARTY INVITES FOOTBALL,2011-01,34,32.8,8,1.045
21061,PARTY INVITES FOOTBALL,2011-02,39,38.61,8,1.1424999999999998
21061,PARTY INVITES FOOTBALL,2011-03,20,23.24,11,1.2045454545454546
21061,PARTY INVITES FOOTBALL,2011-04,15,18.99,6,1.3699999999999999
21061,PARTY INVITES FOOTBALL,2011-05,57,52.349999999999994,6,1.11
21061,PARTY INVITES FOOTBALL,2011-06,65,55.92999999999999,9,0.9344444444444444
21061,PARTY INVITES FOOTBALL,2011-07,50,45.17999999999999,11,0.979090909090909
21061,PARTY INVITES FOOTBALL,2011-08,29,28.549999999999997,4,1.24
21061,PARTY INVITES FOOTBALL,2011-09,74,66.8,7,0.9614285714285714
21061,PARTY INVITES FOOTBALL,2011-10,3,2.55,1,0.85
21061,PARTY INVITES FOOTBALL,2011-11,47,39.949999999999996,6,0.85
21061,PARTY INVITES FOOTBALL,2011-12,14,11.899999999999999,2,0.85
21062,PARTY INVITES SPACEMAN,2010-12,66,56.099999999999994,5,0.85
21062,PARTY INVITES SPACEMAN,2011-01,36,30.599999999999998,7,0.85
21062,PARTY INVITES SPACEMAN,2011-02,70,59.49999999999999,7,0.85
21062,PARTY INVITES SPACEMAN,2011-03,37,31.449999999999996,4,0.85
21062,PARTY INVITES SPACEMAN,2011-04,23,19.55,5,0.85
21062,PARTY INVITES SPACEMAN,2011-05,15,13.53,3,1.11
21062,PARTY INVITES SPACEMAN,2011-06,43,36.43,8,0.845
21062,PARTY INVITES SPACEMAN,2011-07,75,63.169999999999995,15,0.838
21062,PARTY INVITES SPACEMAN,2011-08,36,30.599999999999998,3,0.85
21062,PARTY INVITES SPACEMAN,2011-09,64,54.4,6,0.85
21062,PARTY INVITES SPACEMAN,2011-10,18,15.299999999999999,4,0.85
21062,PARTY INVITES SPACEMAN,2011-11,43,36.55,6,0.85
21062,PARTY INVITES SPACEMAN,2011-12,12,10.2,1,0.85
21063,PARTY INVITES JAZZ HEARTS,2010-12,39,33.15,4,0.85
21063,PARTY INVITES JAZZ HEARTS,2011-01,57,50.82,15,1.008
21063,PARTY INVITES JAZZ HEARTS,2011-02,63,53.55,7,0.85
21063,PARTY INVITES JAZZ HEARTS,2011-03,43,38.89,8,1.045
21063,PARTY INVITES JAZZ HEARTS,2011-04,15,13.53,5,1.0059999999999998
21063,PARTY INVITES JAZZ HEARTS,2011-05,42,35.699999999999996,7,0.85
21063,PARTY INVITES JAZZ HEARTS,2011-06,57,49.11,12,0.9116666666666666
21063,PARTY INVITES JAZZ HEARTS,2011-07,59,51.169999999999995,16,0.8875
21063,PARTY INVITES JAZZ HEARTS,2011-08,48,40.8,7,0.85
21063,PARTY INVITES JAZZ HEARTS,2011-09,21,17.85,4,0.85
21063,PARTY INVITES JAZZ HEARTS,2011-10,35,29.75,4,0.85
21063,PARTY INVITES JAZZ HEARTS,2011-11,33,29.61,9,1.0233333333333332
21063,PARTY INVITES JAZZ HEARTS,2011-12,16,14.379999999999999,4,1.045
21064,BOOM BOX SPEAKER BOYS,2010-12,22,142.74,9,7.265555555555555
21064,BOOM BOX SPEAKER BOYS,2011-01,4,23.8,2,5.95
21064,BOOM BOX SPEAKER BOYS,2011-02,1,5.95,1,5.95
21064,BOOM BOX SPEAKER BOYS,2011-03,3,17.85,1,5.95
21064,BOOM BOX SPEAKER BOYS,2011-04,1,5.95,1,5.95
21064,BOOM BOX SPEAKER BOYS,2011-05,2,11.9,1,5.95
21064,BOOM BOX SPEAKER BOYS,2011-06,2,11.9,1,5.95
21064,BOOM BOX SPEAKER BOYS,2011-07,14,88.98,7,6.761428571428572
21064,BOOM BOX SPEAKER BOYS,2011-08,3,17.85,2,5.95
21064,BOOM BOX SPEAKER BOYS,2011-09,56,305.90000000000003,14,4.909999999999999
21064,BOOM BOX SPEAKER BOYS,2011-10,20,95.34,8,5.04
21064,BOOM BOX SPEAKER BOYS,2011-11,67,304.01,35,4.787222222222223
21064,BOOM BOX SPEAKER BOYS,2011-12,101,249.03,19,2.637
21065,BOOM BOX SPEAKER GIRLS,2010-12,127,203.49,9,4.654444444444445
21065,BOOM BOX SPEAKER GIRLS,2011-01,132,190.18,15,2.788
21065,BOOM BOX SPEAKER GIRLS,2011-02,97,131.63,2,6.44
21065,BOOM BOX SPEAKER GIRLS,2011-03,5,29.75,3,5.95
21065,BOOM BOX SPEAKER GIRLS,2011-04,1,5.95,1,5.95
21065,BOOM BOX SPEAKER GIRLS,2011-05,98,131.9,2,3.6
21065,BOOM BOX SPEAKER GIRLS,2011-06,4,23.8,2,5.95
21065,BOOM BOX SPEAKER GIRLS,2011-07,12,71.4,6,5.95
21065,BOOM BOX SPEAKER GIRLS,2011-08,2,11.9,1,5.95
21065,BOOM BOX SPEAKER GIRLS,2011-09,7,34.37,5,4.858
21065,BOOM BOX SPEAKER GIRLS,2011-10,11,52.71,5,4.494
21065,BOOM BOX SPEAKER GIRLS,2011-11,43,195.79,26,4.669259259259259
21065,BOOM BOX SPEAKER GIRLS,2011-12,23,77.71000000000001,13,3.243846153846154
21066,VINTAGE RED MUG,2010-12,22,32.54,6,2.09
21066,VINTAGE RED MUG,2011-01,13,16.25,3,1.25
21066,VINTAGE RED MUG,2011-02,21,26.25,4,1.25
21066,VINTAGE RED MUG,2011-03,24,30.0,2,1.25
21066,VINTAGE RED MUG,2011-04,21,28.67,6,1.6533333333333333
21066,VINTAGE RED MUG,2011-05,1,1.25,1,1.25
21066,VINTAGE RED MUG,2011-06,21,27.46,4,1.5525
21066,VINTAGE RED MUG,2011-07,16,23.63,5,1.734
21066,VINTAGE RED MUG,2011-08,16,20.0,4,1.25
21066,VINTAGE RED MUG,2011-09,25,32.46,4,1.5525
21066,VINTAGE RED MUG,2011-10,34,43.71,5,1.492
21066,VINTAGE RED MUG,2011-11,487,410.00000000000006,9,1.4477777777777778
21066,VINTAGE RED MUG,2011-12,1,1.25,1,1.25
21067,VINTAGE RED TEATIME MUG,2010-12,45,78.92999999999999,13,2.316153846153846
21067,VINTAGE RED TEATIME MUG,2011-01,64,107.88,11,1.6575
21067,VINTAGE RED TEATIME MUG,2011-02,28,44.68,9,1.7877777777777777
21067,VINTAGE RED TEATIME MUG,2011-03,26,38.55,8,1.855
21067,VINTAGE RED TEATIME MUG,2011-04,59,74.96000000000001,12,1.3508333333333333
21067,VINTAGE RED TEATIME MUG,2011-05,24,56.620000000000005,5,1.9759999999999998
21067,VINTAGE RED TEATIME MUG,2011-06,16,24.84,10,1.734
21067,VINTAGE RED TEATIME MUG,2011-07,48,68.94,6,1.8233333333333333
21067,VINTAGE RED TEATIME MUG,2011-09,6,7.5,1,1.25
21067,VINTAGE RED TEATIME MUG,2011-10,1,1.25,1,1.25
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2010-12,346,384.56,27,1.5107407407407407
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-01,235,303.43,26,1.5757692307692308
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-02,70,114.12,21,1.999047619047619
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-03,43,56.17,11,1.4516666666666669
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-04,32,42.42,8,1.5525
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-05,37,58.35,12,1.9558333333333333
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-06,17,26.09,9,1.7877777777777777
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-07,16,21.21,5,1.492
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-08,38,66.86,17,1.8194117647058823
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-09,76,103.47,14,1.6821428571428572
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-10,66,85.34,14,1.6685714285714286
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-11,650,608.47,28,1.522857142857143
21068,VINTAGE BILLBOARD LOVE/HATE MUG,2011-12,12,19.84,6,1.8549999999999998
21069,VINTAGE BILLBOARD TEA MUG,2010-12,116,168.94,26,2.025384615384615
21069,VINTAGE BILLBOARD TEA MUG,2011-01,144,201.18,14,1.6721428571428572
21069,VINTAGE BILLBOARD TEA MUG,2011-02,146,172.45000000000002,13,1.5146153846153847
21069,VINTAGE BILLBOARD TEA MUG,2011-03,43,64.64,10,1.855
21069,VINTAGE BILLBOARD TEA MUG,2011-04,62,79.92,9,1.3844444444444446
21069,VINTAGE BILLBOARD TEA MUG,2011-05,23,52.95,3,1.6533333333333333
21069,VINTAGE BILLBOARD TEA MUG,2011-06,713,762.9000000000001,8,1.83125
21069,VINTAGE BILLBOARD TEA MUG,2011-07,18,22.5,2,1.25
21069,VINTAGE BILLBOARD TEA MUG,2011-08,684,725.0400000000001,1,1.06
21070,VINTAGE BILLBOARD MUG,2010-12,19,32.57,7,2.3299999999999996
21070,VINTAGE BILLBOARD MUG,2011-01,20,33.519999999999996,6,2.065
21070,VINTAGE BILLBOARD MUG,2011-02,118,137.45000000000002,12,1.5366666666666668
21070,VINTAGE BILLBOARD MUG,2011-03,13,17.46,7,1.422857142857143
21070,VINTAGE BILLBOARD MUG,2011-04,45,56.25,9,1.25
21070,VINTAGE BILLBOARD MUG,2011-05,16,23.63,5,1.9759999999999998
21070,VINTAGE BILLBOARD MUG,2011-06,2,2.5,2,1.25
21070,VINTAGE BILLBOARD MUG,2011-07,4,7.42,4,1.855
21070,VINTAGE BILLBOARD MUG,2011-08,16,21.21,4,1.5525
21070,VINTAGE BILLBOARD MUG,2011-09,25,34.879999999999995,8,1.7037499999999999
21070,VINTAGE BILLBOARD MUG,2011-10,270,307.31,16,1.3588235294117648
21070,VINTAGE BILLBOARD MUG,2011-11,553,498.48,24,1.57625
21070,VINTAGE BILLBOARD MUG,2011-12,5,12.3,3,2.46
21071,VINTAGE BILLBOARD DRINK ME MUG,2010-12,246,318.24,43,1.681860465116279
21071,VINTAGE BILLBOARD DRINK ME MUG,2011-01,146,188.24,21,1.6881818181818182
21071,VINTAGE BILLBOARD DRINK ME MUG,2011-02,91,122.22,16,1.7037499999999999
